n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
5.0,5.0,5.0,ER,gauss,0.01,l2,0.8174344841395075,1.005727006274713,1.0057347665363277,1.005697611288909,3.939609527492394e-09
5.0,5.0,5.0,ER,exp,0.01,l2,0.3778227674870349,0.4329059058094661,0.4329112987987372,0.4230902327350786,3.2842013553135985e-09
5.0,5.0,5.0,ER,gumbel,0.01,l2,3.0959097750957767,3.2414163081874263,3.241477784807915,3.241248098019741,3.5064688930219745e-09
5.0,5.0,5.0,ER,uniform,0.01,l2,0.3066252082569531,0.4453987674578843,0.4454016437633032,0.4221485548246877,2.3984600971971304e-09
5.0,5.0,5.0,ER,logistic,0.01,l2,0.2747635717703179,0.30794421620647755,0.30794656670361126,0.30793548474398463,2.1681776374293804e-09
5.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
10.0,5.0,5.0,ER,gauss,0.01,l2,1.2470125277083344,1.3596894439692866,1.3597170984035383,1.354210212065885,7.436993243459256e-09
10.0,5.0,5.0,ER,exp,0.01,l2,1.2824852315741833,1.3511147434578683,1.3511346216564828,1.297767323522858,6.305267419293159e-09
10.0,5.0,5.0,ER,gumbel,0.01,l2,1.9609474725075342,2.0489485554607048,2.048988590621825,2.0488160846806527,8.948202179226428e-09
10.0,5.0,5.0,ER,uniform,0.01,l2,0.5331944758124295,0.6036506097350489,0.6036599407984641,0.6020965345709792,4.3199683830152935e-09
10.0,5.0,5.0,ER,logistic,0.01,l2,0.3721867943739886,0.40160539985809485,0.401608674367111,0.3766922590933619,2.559104927968292e-09
10.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
20.0,5.0,5.0,ER,gauss,0.01,l2,1.9887376505752847,2.080707203739795,2.080733023799032,2.0749453867313745,7.1861059325328824e-09
20.0,5.0,5.0,ER,exp,0.01,l2,2.190181317153845,2.265465027944345,2.2654899730265723,2.063901432198011,2.2336106297871083e-09
20.0,5.0,5.0,ER,gumbel,0.01,l2,4.212559231444952,4.281892194325684,4.281935917588437,4.169150147058517,2.9571358695079653e-09
20.0,5.0,5.0,ER,uniform,0.01,l2,0.7134207691615883,0.8083804566964561,0.8083960346094206,0.7862252348231197,5.581740403215463e-09
20.0,5.0,5.0,ER,logistic,0.01,l2,0.4089786501843219,0.4357858373348055,0.4357895042820175,0.4191442819593109,2.7081163977982214e-09
20.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
40.0,5.0,5.0,ER,gauss,0.01,l2,2.328324203585461,2.3832886211808737,2.383319171136455,2.2781764116170624,2.4718396218759153e-09
40.0,5.0,5.0,ER,exp,0.01,l2,3.164670105162905,3.227002723233025,3.227040827665295,2.548835287766622,2.760595307904623e-09
40.0,5.0,5.0,ER,gumbel,0.01,l2,4.495099308148936,4.577831190372029,4.577873081633074,4.471956074278062,2.894521067275946e-09
40.0,5.0,5.0,ER,uniform,0.01,l2,0.8036732416151449,0.856608532370481,0.8566202327994896,0.8486381076065795,4.837443334793079e-09
40.0,5.0,5.0,ER,logistic,0.01,l2,0.5195573482460669,0.5372569025909522,0.5372615596162735,0.4956985965521757,3.0518929605705125e-09
40.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
5.0,10.0,10.0,ER,gauss,0.01,l2,0.5524129800760729,0.7694505305560962,0.7694654322562066,0.6351591219543765,5.459249052819359e-09
5.0,10.0,10.0,ER,exp,0.01,l2,0.3914659019284237,0.7482287270124217,0.7482416351872012,0.6398511530165094,5.080979192939594e-09
5.0,10.0,10.0,ER,gumbel,0.01,l2,9.9529127827915,10.283476660852322,10.283503520873014,1.040226029256632,2.3177584296263376e-09
5.0,10.0,10.0,ER,uniform,0.01,l2,0.35689154967096787,0.5892098999399951,0.5892196142293058,0.5052343853537983,4.407786136084724e-09
5.0,10.0,10.0,ER,logistic,0.01,l2,0.3011117436207739,0.3908761661001937,0.39091438535681744,0.36787445436545285,8.74291217201062e-09
5.0,10.0,10.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
10.0,10.0,10.0,ER,gauss,0.01,l2,2.1108850882417065,2.4661290750033404,2.466155041903124,2.2822894075624776,2.2788988474076177e-09
10.0,10.0,10.0,ER,exp,0.01,l2,2.8438844196233157,3.2481101192884023,3.2481367235449334,2.9266667960774093,2.3066970555873922e-09
10.0,10.0,10.0,ER,gumbel,0.01,l2,4.270083045907003,4.6114441593072835,4.611506551981202,3.354239337932961,3.5324969616112867e-09
10.0,10.0,10.0,ER,uniform,0.01,l2,1.1024749089726045,1.3762376762460313,1.3762470358163514,0.8735314457998089,4.326562219603147e-09
10.0,10.0,10.0,ER,logistic,0.01,l2,0.6077250996585556,0.7210187417405706,0.7210250995161221,0.6452986332639818,3.565887141121493e-09
10.0,10.0,10.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
20.0,10.0,10.0,ER,gauss,0.01,l2,3.4154603730055757,3.6303049080813032,3.6303399892667136,3.2905284936586665,2.6488180537853623e-09
20.0,10.0,10.0,ER,exp,0.01,l2,3.159797446877299,3.434977464946158,3.4350080871742317,2.992835078891076,2.4747617288767287e-09
20.0,10.0,10.0,ER,gumbel,0.01,l2,8.136752548362772,8.397873267157795,8.398074885838733,7.648233486702498,6.350097336849103e-09
20.0,10.0,10.0,ER,uniform,0.01,l2,1.3289049358162737,1.4939681133465215,1.4939931218722808,1.3498097533187,7.0722734335504356e-09
20.0,10.0,10.0,ER,logistic,0.01,l2,0.9465134327140717,1.0332771795932763,1.0332906652093705,0.8762083616286234,5.193383501023163e-09
20.0,10.0,10.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
40.0,10.0,10.0,ER,gauss,0.01,l2,5.3258972425539275,5.480885107502513,5.4809351081169675,4.7782202481745735,3.162297090852917e-09
40.0,10.0,10.0,ER,exp,0.01,l2,6.088792877241905,6.256428153755767,6.25649041610383,5.7805091325712255,3.528805692099013e-09
40.0,10.0,10.0,ER,gumbel,0.01,l2,8.534353131877092,8.749469797327864,8.74959834531117,7.478530959898869,5.070463160450345e-09
40.0,10.0,10.0,ER,uniform,0.01,l2,1.7239606172512083,1.8944655454411068,1.8944693957480823,1.6992870067707964,2.7749980091584803e-09
40.0,10.0,10.0,ER,logistic,0.01,l2,0.9737810161490231,1.011220387015895,1.0112426144173134,0.9603021418172323,2.1084307633145727e-09
40.0,10.0,10.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
5.0,20.0,20.0,ER,gauss,0.01,l2,2.2770752439225705,2.7285718555058764,2.7406153519369933,1.2031757163009766,4.907850126301128e-09
5.0,20.0,20.0,ER,exp,0.01,l2,3.388483216162591,3.9121448471906533,3.912148978626209,0.7451873674852373,9.090033614711501e-09
5.0,20.0,20.0,ER,gumbel,0.01,l2,8.098071633232387,8.671967758444953,8.672210946403592,0.82759943209797,2.2053932013932354e-09
5.0,20.0,20.0,ER,uniform,0.01,l2,0.7648575588912782,1.1166602262710301,1.1166835212122677,0.5265179167438087,2.1584689591236383e-09
5.0,20.0,20.0,ER,logistic,0.01,l2,0.42558627295193885,0.6364893139623181,0.6918079290350319,0.6723433611759939,3.3262175236359326e-09
5.0,20.0,20.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
10.0,20.0,20.0,ER,gauss,0.01,l2,7.97478746742639,8.783409888722206,8.783453438626644,2.7403244423802535,2.9512676746890065e-09
10.0,20.0,20.0,ER,exp,0.01,l2,6.452772641642355,7.340650993068911,7.3406946140907205,2.2273071702416014,2.9536764145632333e-09
10.0,20.0,20.0,ER,gumbel,0.01,l2,4.575836399132738,5.608689391854593,5.608736390781645,2.307314655491931,9.695249048036203e-09
10.0,20.0,20.0,ER,uniform,0.01,l2,1.8925108748928972,2.4693367846746117,2.4693621704732003,1.4448726886356278,2.2532553600740357e-09
