n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h,loss_est_2,loss_l1_2,obj_aug_,obj_dual_2,h_2,loss_est_t,loss_l1_t,obj_aug_t,obj_dual_t,h_t
15.0,15.0,15.0,ER,gauss,0.0,l2,0.028323084445548104,0.028323084445548104,0.02832435022666792,0.02832747548892449,5.031463246041312e-09,0.034896109607636325,0.034896109607636325,0.034896109607636325,0.0348961096087397,1.7763568394002505e-15,0.07357830820970256,0.07357830820970256,0.07357830820970256,0.07357830820970256,0.0
15.0,15.0,15.0,ER,exp,0.0,l2,0.04717365950340669,0.04717365950340669,0.047174314821904116,0.04717672481638572,3.6202720821165713e-09,0.06309994545109829,0.06309994545109829,0.06309994545109829,0.0630999454522808,1.7763568394002505e-15,0.16259186409486304,0.16259186409486304,0.16259186409486304,0.16259186409486304,0.0
15.0,15.0,15.0,ER,gumbel,0.0,l2,0.058048696337697527,0.058048696337697527,0.058050680792142886,0.05805592866074712,6.299927690633922e-09,0.0784547892190252,0.0784547892190252,0.0784547892190252,0.0784547892190252,0.0,0.14409391685762438,0.14409391685762438,0.14409391685762438,0.14409391685762438,0.0
15.0,15.0,15.0,ER,uniform,0.0,l2,0.013799445262021056,0.013799445262021056,0.013799586649861246,0.01380022277334694,1.6815935310887653e-09,0.015619092993857553,0.015619092993857553,0.015619092993857553,0.015619092993857553,0.0,0.026096695767817094,0.026096695767817094,0.026096695767817094,0.026096695767817094,0.0
15.0,15.0,15.0,ER,gauss,0.0,l2,0.03265379995235276,0.03265379995235276,0.032654309024651225,0.03265618238102354,3.1908378161915607e-09,0.04552846329651129,0.04552846329651129,0.04552846329651129,0.045528463295468384,-1.7763568394002505e-15,0.06541589218260851,0.06541589218260851,0.06541589218260851,0.06541589218260851,0.0
15.0,15.0,15.0,ER,exp,0.0,l2,0.0418260007050158,0.0418260007050158,0.04182667179386039,0.041829131092009836,3.663574332790631e-09,0.06922548509269974,0.06922548509269974,0.06922548509269974,0.06922548509269974,0.0,0.13865439621519152,0.13865439621519152,0.13865439621519152,0.13865439621519152,0.0
15.0,15.0,15.0,ER,gumbel,0.0,l2,0.06544643358795416,0.06544643358795416,0.06544737099559765,0.06544983059881729,1.3692389444486253e-09,0.09803206741407561,0.09803206741407561,0.09803206741407561,0.09803206741726653,1.7763568394002505e-15,0.1809436929589498,0.1809436929589498,0.1809436929589498,0.1809436929589498,0.0
15.0,15.0,15.0,ER,uniform,0.0,l2,0.010134956779229012,0.010134956779229012,0.010135305484273976,0.010136551173141446,8.351108249371464e-09,0.012812558801564618,0.012812558801564618,0.012812558801564618,0.012812558801564618,0.0,0.023432886326524398,0.023432886326524398,0.023432886326524398,0.023432886326524398,0.0
15.0,25.0,25.0,ER,gauss,0.0,l2,0.026521357346539338,0.026521357346539338,0.026529552027269535,0.02654836452470385,4.0483776331257104e-09,0.05464633694028928,0.05464633694028928,0.05464633694028929,0.05464633695679847,3.552713678800501e-15,0.12553391247373105,0.12553391247373105,0.12553391247373105,0.12553391247373105,0.0
15.0,25.0,25.0,ER,exp,0.0,l2,0.04313337449641613,0.04313337449641613,0.043328748817539106,0.043788799942180184,6.250989059708445e-09,0.1596134516386869,0.1596134516386869,0.15961345163868715,0.15961345111575231,-7.105427357601002e-15,0.30200921786861157,0.30200921786861157,0.30200921786861157,0.30200921786861157,0.0
