n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
2.0,80.0,80.0,ER,gauss,0.0,l2,65.25577284902988,65.25577284902988,65.25578378575463,3.413838074449361e-05,4.676905973610701e-09
2.0,80.0,80.0,ER,exp,0.0,l2,59.192992121028254,59.192992121028254,59.1929960614879,1.2404506933752944e-05,2.807297505569295e-09
2.0,80.0,80.0,ER,gumbel,0.0,l2,390.6629508064518,390.6629508064518,390.6629545235637,1.5787219407301955e-05,8.622194513918657e-09
2.0,80.0,80.0,ER,uniform,0.0,l2,34.16524535095439,34.16524535095439,34.16524965612344,1.3686568912930726e-05,9.279190749111876e-09
2.0,80.0,10.0,ER,gauss,0.0,l2,19.345582052087245,19.345582052087245,19.34558254361478,1.993208940765878e-06,9.914913334796438e-09
2.0,80.0,10.0,ER,exp,0.0,l2,13.55126099175503,13.55126099175503,13.5512678691437,2.0819874344478812e-05,1.1728076287909062e-09
2.0,80.0,10.0,ER,gumbel,0.0,l2,35.80572937701194,35.80572937701194,35.805731316078486,6.156384869961866e-06,1.969297613868548e-09
2.0,80.0,10.0,ER,uniform,0.0,l2,9.481397291665349,9.481397291665349,9.481399387011658,6.632025281566406e-06,6.47355591354426e-09
5.0,80.0,80.0,ER,gauss,0.0,l2,25.56554778400755,25.56554778400755,25.565674851840573,0.000394443775643039,5.041187023380189e-09
5.0,80.0,80.0,ER,exp,0.0,l2,196.0368929783143,196.0368929783143,196.467783142581,1.7086250527966294,9.283212420996279e-09
5.0,80.0,80.0,ER,gumbel,0.0,l2,96.43330443169057,96.43330443169057,96.43341843023295,0.0003538182953500963,4.774904027726734e-09
5.0,80.0,80.0,ER,uniform,0.0,l2,11.844847297531345,11.844847297531345,11.919912271061802,0.22975182467654232,3.874660592373402e-09
5.0,80.0,10.0,ER,gauss,0.0,l2,12.457583511328496,12.457583511328496,12.47627466080764,0.07393231068748267,6.1141065543779405e-09
5.0,80.0,10.0,ER,exp,0.0,l2,9.065125835416536,9.065125835416536,9.133601416237223,0.20943903065272507,3.7006913089498994e-09
5.0,80.0,10.0,ER,gumbel,0.0,l2,16.34932104303672,16.34932104303672,16.349366961114885,0.0001440215002264726,9.583118298905902e-09
5.0,80.0,10.0,ER,uniform,0.0,l2,2.9873580837831515,2.9873580837831515,2.9996060078984845,0.05497056137592059,4.9493280585011235e-09
7.0,80.0,80.0,ER,gauss,0.0,l2,20.407272992401104,20.407272992401104,20.44545129046131,0.17260344829163482,8.738226142668282e-09
7.0,80.0,80.0,ER,exp,0.0,l2,22.97017282638974,22.97017282638974,23.231377048616576,1.0559453087684822,7.227782816698891e-09
7.0,80.0,80.0,ER,gumbel,0.0,l2,82.3639631025435,82.3639631025435,82.66598536429684,1.1342086464728034,7.772030130581697e-09
7.0,80.0,80.0,ER,uniform,0.0,l2,13.64599624874155,13.64599624874155,13.899523437490672,0.8440422472787263,7.12077508069342e-09
7.0,80.0,10.0,ER,gauss,0.0,l2,12.511553897747538,12.511553897747538,12.553755472029486,0.18859957901076385,9.187118621412083e-09
7.0,80.0,10.0,ER,exp,0.0,l2,8.31822490060505,8.31822490060505,8.350114611174485,0.17209235559255404,7.986201921994507e-09
7.0,80.0,10.0,ER,gumbel,0.0,l2,15.16878388902009,15.16878388902009,15.427567664254417,0.9856074956872027,7.194216777861584e-09
7.0,80.0,10.0,ER,uniform,0.0,l2,4.142794504454276,4.142794504454276,4.313852844406057,0.5733944909761222,5.849074113939423e-09
10.0,80.0,80.0,ER,gauss,0.0,l2,28.27971695233672,28.27971695233672,28.79886341828025,3.33939697962535,1.0189665999860154e-08
10.0,80.0,80.0,ER,exp,0.0,l2,24.732424387468736,24.732424387468736,25.157025184987717,1.977116958049129,9.215213481184037e-09
10.0,80.0,80.0,ER,gumbel,0.0,l2,59.052117982604045,59.052117982604045,59.334324209657396,2.5984365500188096,7.512738875448122e-09
10.0,80.0,80.0,ER,uniform,0.0,l2,11.44639558262089,11.44639558262089,11.619464659652825,1.1094077932934066,5.88335069551249e-09
10.0,80.0,10.0,ER,gauss,0.0,l2,13.42747395251204,13.42747395251204,14.000047789626496,3.1564102101083717,1.070115729362442e-08
10.0,80.0,10.0,ER,exp,0.0,l2,7.612480231491649,7.612480231491649,7.998399537224571,1.6866774311704367,8.785434602032183e-09
10.0,80.0,10.0,ER,gumbel,0.0,l2,17.315819040797603,17.315819040797603,17.943310444104718,3.7033094434748253,1.1202601513105037e-08
10.0,80.0,10.0,ER,uniform,0.0,l2,4.501789365168124,4.501789365168124,4.998687071624361,2.028405434298984,9.96892879356892e-09
