n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
2.0,5.0,5.0,ER,gauss,0.01,l2,0.025103984551934223,0.12768332721029396,0.1276872374719375,0.12767160485567514,8.843372256706061e-09
2.0,5.0,5.0,ER,exp,0.01,l2,0.011568670786423683,0.0893074787330612,0.08930893098645766,0.08930280366627401,5.38934763483212e-09
2.0,5.0,5.0,ER,gumbel,0.01,l2,0.044652516325781294,0.10950654790294669,0.10951048874159211,0.10949509228140135,2.8074325086890894e-09
2.0,5.0,5.0,ER,uniform,0.01,l2,0.042246918400461735,0.1282756031551993,0.1282789044097619,0.12826520353710424,2.5695348071508306e-09
5.0,5.0,5.0,ER,gauss,0.01,l2,0.49500907861473176,0.6371356611030985,0.6371496971581833,0.6301776569149224,5.298312011348116e-09
5.0,5.0,5.0,ER,exp,0.01,l2,0.6111732967692233,0.7764555189796308,0.7764613709477924,0.7757071885566815,3.421101624212497e-09
5.0,5.0,5.0,ER,gumbel,0.01,l2,2.4393426098848257,2.574298252591201,2.574334522915112,2.5404074302012356,2.6933371088944114e-09
5.0,5.0,5.0,ER,uniform,0.01,l2,0.2432223505176534,0.3537072540411775,0.35371023571759785,0.3536983167642389,2.441997715152411e-09
7.0,5.0,5.0,ER,gauss,0.01,l2,0.8687805561767272,0.9678289854728119,0.9678395183586399,0.9677973909423161,4.589746360750269e-09
7.0,5.0,5.0,ER,exp,0.01,l2,0.8463923542160667,1.0868494761185064,1.086853388935309,1.0868380675470508,2.7974333960401054e-09
7.0,5.0,5.0,ER,gumbel,0.01,l2,2.3931450147424993,2.4885942668466923,2.488628423979922,2.484187940827932,8.265244488825374e-09
7.0,5.0,5.0,ER,uniform,0.01,l2,0.501320440311681,0.5893734181418804,0.589379642386623,0.5887988987198737,3.5282416988025034e-09
10.0,5.0,5.0,ER,gauss,0.01,l2,2.1240246050182203,2.20509047259102,2.205126446274735,2.1970703589715805,8.48217940330187e-09
10.0,5.0,5.0,ER,exp,0.01,l2,2.4966010264293206,2.578974338834434,2.579023803592156,2.5216158882400883,9.94633175821491e-09
10.0,5.0,5.0,ER,gumbel,0.01,l2,2.6119709415061583,2.7561176575555093,2.7561425850639685,2.756050787559233,2.232823703707254e-09
10.0,5.0,5.0,ER,uniform,0.01,l2,0.7877746097037744,0.8788978922454657,0.8789108028888736,0.836449106202419,5.08146502653517e-09
15.0,5.0,5.0,ER,gauss,0.01,l2,2.0521839852381576,2.1343454364282515,2.1343920825853258,2.0877136317446867,9.658794652978031e-09
15.0,5.0,5.0,ER,exp,0.01,l2,2.744536054698053,2.8390590884390345,2.8391087431709856,2.8004551025616937,9.965413383383748e-09
15.0,5.0,5.0,ER,gumbel,0.01,l2,2.537942627498778,2.622869815582357,2.6228964276657214,2.6158606695809272,2.3070363397437177e-09
15.0,5.0,5.0,ER,uniform,0.01,l2,0.8466804268556689,0.9092756398919198,0.9092855107729713,0.5926572097907168,4.443170276147157e-09
20.0,5.0,5.0,ER,gauss,0.01,l2,1.8107823196433808,1.8785727315867544,1.8786168461297363,1.8314596048378131,9.39303390623536e-09
20.0,5.0,5.0,ER,exp,0.01,l2,2.200127560606814,2.259476239748966,2.2595249681436815,2.1791595355655335,9.87202053437386e-09
20.0,5.0,5.0,ER,gumbel,0.01,l2,3.5984599693601833,3.683180843689144,3.6832076851857822,3.5002867495630445,2.3169590690486075e-09
20.0,5.0,5.0,ER,uniform,0.01,l2,0.6526406236419036,0.7177940417431358,0.7178031841083747,0.7017738860688545,4.276064835551097e-09
2.0,10.0,10.0,ER,gauss,0.01,l2,0.23540747635515952,0.3581705285087913,0.3590126827163093,0.1621461935784715,4.10403266926096e-09
2.0,10.0,10.0,ER,exp,0.01,l2,0.5983631037621451,0.7369078032680698,0.7400257488582345,0.25254359467548276,7.896765907844383e-09
2.0,10.0,10.0,ER,gumbel,0.01,l2,0.05653270182116304,0.1750187583763003,0.17512363152591434,0.1382160316388863,4.5798067560554045e-09
2.0,10.0,10.0,ER,uniform,0.01,l2,0.02412143400216171,0.11027028718387931,0.11029971138799739,0.0998478620886002,7.671271617937236e-09
5.0,10.0,10.0,ER,gauss,0.01,l2,0.3341817024906162,0.6539006912234231,0.6539098020818196,0.5672158069149762,4.2686902901323265e-09
5.0,10.0,10.0,ER,exp,0.01,l2,1.0979311059141628,1.4221607125245597,1.4221797983330764,0.9472612493520056,6.178318301408581e-09
5.0,10.0,10.0,ER,gumbel,0.01,l2,0.4796289514517975,0.7942506709210637,0.7942664296181297,0.7368157344375255,5.614035458734179e-09
5.0,10.0,10.0,ER,uniform,0.01,l2,0.5204378999601701,0.7410489471019678,0.7410749264847589,0.6203647688362377,7.208242891465488e-09
