n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
2.0,80.0,80.0,ER,gauss,0.0,l2,60.862568568479546,60.862568568479546,60.862570091846834,4.965683691208803e-06,5.5197233450599015e-09
2.0,80.0,80.0,ER,exp,0.0,l2,80.01827880141067,80.01827880141067,80.01829044136727,3.658365265023426e-05,4.824926236324245e-09
2.0,80.0,80.0,ER,gumbel,0.0,l2,136.18730787063578,136.18730787063578,136.18731166026743,1.23292433507606e-05,8.705896448191197e-09
2.0,80.0,80.0,ER,uniform,0.0,l2,45.12530280137249,45.12530280137249,45.12530560519727,8.942265283995209e-06,7.488424103030411e-09
2.0,80.0,10.0,ER,gauss,0.0,l2,24.53355726212181,24.53355726212181,24.53355769049331,1.947555164793565e-06,9.256041266780812e-09
2.0,80.0,10.0,ER,exp,0.0,l2,18.484873335715932,18.484873335715932,18.48487966914385,1.922310023615175e-05,1.1254712717345683e-09
2.0,80.0,10.0,ER,gumbel,0.0,l2,45.47430655684341,45.47430655684341,45.474308641807205,6.684610076686202e-06,6.457497647716082e-09
2.0,80.0,10.0,ER,uniform,0.0,l2,6.896335324502355,6.896335324502355,6.896335681570229,1.418994101338607e-06,8.450655286651454e-09
5.0,80.0,80.0,ER,gauss,0.0,l2,41.602902719629284,41.602902719629284,41.8105089977004,0.6314773996043728,6.4436989077876206e-09
5.0,80.0,80.0,ER,exp,0.0,l2,24.83053248530541,24.83053248530541,24.830571353393825,0.00012146334015864095,8.816812169243349e-09
5.0,80.0,80.0,ER,gumbel,0.0,l2,41.21824773843507,41.21824773843507,41.332407834013345,0.34576012758762953,4.778286211148952e-09
5.0,80.0,80.0,ER,uniform,0.0,l2,20.04290537247366,20.04290537247366,20.153628651352435,0.341011651251983,4.705810852101422e-09
5.0,80.0,10.0,ER,gauss,0.0,l2,8.439615778024878,8.439615778024878,8.589102899833966,0.4583107985950884,5.467853725349414e-09
5.0,80.0,10.0,ER,exp,0.0,l2,10.21512872850265,10.21512872850265,10.242887162928087,0.11773522447548107,7.450964290001139e-09
5.0,80.0,10.0,ER,gumbel,0.0,l2,12.048165511182603,12.048165511182603,12.28112132458995,0.7157191276091914,6.825771947660542e-09
5.0,80.0,10.0,ER,uniform,0.0,l2,2.8923264548336105,2.8923264548336105,2.9548801856667306,0.19444613371311548,3.5370533169043483e-09
7.0,80.0,80.0,ER,gauss,0.0,l2,35.093067653484184,35.093067653484184,35.488052396593,1.3187228167043759,8.888022762221226e-09
7.0,80.0,80.0,ER,exp,0.0,l2,37.139874814999835,37.139874814999835,37.456738015051464,1.2010622355780158,7.96069343778072e-09
7.0,80.0,80.0,ER,gumbel,0.0,l2,59.21559313288714,59.21559313288714,60.504334820833485,4.328421845331839,1.605454258424288e-08
7.0,80.0,80.0,ER,uniform,0.0,l2,11.310329631864859,11.310329631864859,11.548243026847436,0.7986137566841075,6.898019933032629e-09
7.0,80.0,10.0,ER,gauss,0.0,l2,11.692230714448396,11.692230714448396,11.73937876626817,0.23618209137179658,9.710618087410694e-09
7.0,80.0,10.0,ER,exp,0.0,l2,8.90929229429782,8.90929229429782,9.192071058127997,0.9535578092098851,7.52035589357547e-09
7.0,80.0,10.0,ER,gumbel,0.0,l2,15.739864002085943,15.739864002085943,15.975316460549326,0.8927139379063025,6.862251211714465e-09
7.0,80.0,10.0,ER,uniform,0.0,l2,4.0400486142947445,4.0400486142947445,4.165569471354752,0.41945945551746733,5.010406312067062e-09
10.0,80.0,80.0,ER,gauss,0.0,l2,31.499388245985543,31.499388245985543,32.3157477676427,3.609485907047328,1.2777789493156888e-08
10.0,80.0,80.0,ER,exp,0.0,l2,32.31209954196097,32.31209954196097,32.350974897791836,0.9673287424481876,8.81763639881683e-09
10.0,80.0,80.0,ER,gumbel,0.0,l2,77.33364204965875,77.33364204965875,78.77006732133144,7.4739665498218,1.6949485370787443e-08
