n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
5.0,5.0,5.0,ER,gauss,0.01,l2,1.3313051546300911,1.5499310443264291,1.5499518606836005,1.5498587669275552,6.4523417719897225e-09
5.0,5.0,5.0,ER,exp,0.01,l2,1.0615924849937906,1.4253131679946738,1.425328288933145,1.425269567327636,5.49926149062685e-09
5.0,5.0,5.0,ER,gumbel,0.01,l2,1.4326029163638225,1.6575982805708225,1.6576253727626111,1.5943766214341082,7.361004250583392e-09
5.0,5.0,5.0,ER,uniform,0.01,l2,0.34809756649037266,0.44510077872423837,0.4451049575475722,0.437834084550115,2.8909594718129483e-09
5.0,5.0,5.0,ER,logistic,0.01,l2,0.23131877539838228,0.26372902065428916,0.2637340769681028,0.25582084009780814,3.1800357902511678e-09
5.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
10.0,5.0,5.0,ER,gauss,0.01,l2,2.2673901129825107,2.3267562312863137,2.326781592454965,2.293081578519137,2.252162012439385e-09
10.0,5.0,5.0,ER,exp,0.01,l2,1.6620882363834069,1.7848238417683862,1.7848446110962992,1.7373853582506567,6.445048938985565e-09
10.0,5.0,5.0,ER,gumbel,0.01,l2,3.1113278782127325,3.198253046456054,3.1982886168005056,3.187449439098635,8.43449399212659e-09
10.0,5.0,5.0,ER,uniform,0.01,l2,0.49137432071833675,0.5647770744740478,0.5647826570342775,0.5044030357492124,3.341424914538038e-09
10.0,5.0,5.0,ER,logistic,0.01,l2,0.3708351002880596,0.39958774560104293,0.399592539607795,0.3732721581533363,9.791840227535431e-09
10.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
20.0,5.0,5.0,ER,gauss,0.01,l2,3.051105274436342,3.1468087238573634,3.146844782533561,2.6716110916999196,8.492193614983989e-10
20.0,5.0,5.0,ER,exp,0.01,l2,1.7530389964277664,1.834231929456921,1.8342642707243433,1.7156914875721476,8.042545296405024e-09
20.0,5.0,5.0,ER,gumbel,0.01,l2,2.4592734551821787,2.541443443191969,2.5414761111839224,2.474783129157025,2.55609045041183e-09
20.0,5.0,5.0,ER,uniform,0.01,l2,0.8679906354199819,0.9367491796459918,0.9367671234552107,0.9151392873793377,5.9906275495791306e-09
20.0,5.0,5.0,ER,logistic,0.01,l2,0.5631283746689305,0.5775384761025792,0.5775447135378129,0.5445351585134409,3.531978265414182e-09
20.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
40.0,5.0,5.0,ER,gauss,0.01,l2,2.5147115440332555,2.592223172849024,2.5922705869263174,2.5176581141082064,9.737974870915878e-09
40.0,5.0,5.0,ER,exp,0.01,l2,3.163275595314645,3.2457975005643473,3.2458276861608084,3.1883956355651195,2.457055003901587e-09
40.0,5.0,5.0,ER,gumbel,0.01,l2,4.470136183238493,4.553727333316662,4.553764453376589,4.466178906867981,2.724704017964541e-09
40.0,5.0,5.0,ER,uniform,0.01,l2,0.80372210077071,0.8679440259388588,0.8679531312778733,0.8477427638786775,4.267397102353243e-09
40.0,5.0,5.0,ER,logistic,0.01,l2,0.4852264517692813,0.5023958955244116,0.5024011154413808,0.493136033009052,3.231073186782396e-09
40.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
