n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h,loss_est_2,loss_l1_2,obj_aug_,obj_dual_2,h_2,loss_est_t,loss_l1_t,obj_aug_t,obj_dual_t,h_t
1.0,2.0,1.0,ER,uniform,0.0,l2,0.0033200714540719545,0.0033200714540719545,0.0033201218568809994,0.0033203095407016298,3.1749900486488514e-09,0.003320446645877474,0.003320446645877474,0.003320446645877474,0.003320446645877474,0.0,0.20728016245239503,0.20728016245239503,0.20728016245239503,0.20728016245239503,0.0
2.0,3.0,2.0,ER,uniform,0.0,l2,0.18643811869387597,0.18643811869387597,0.18644118115407515,0.18645260750215184,2.4748576521460564e-09,0.1864609600175642,0.1864609600175642,0.1864609600175642,0.1864609600175642,0.0,0.4028058533584514,0.4028058533584514,0.4028058533584514,0.4028058533584514,0.0
3.0,4.0,3.0,ER,uniform,0.0,l2,0.2980442940510119,0.2980442940510119,0.29804793740911406,0.29806153405553576,2.699391821181507e-09,0.29807149002549266,0.29807149002549266,0.29807149002549266,0.29807149002549266,0.0,0.7021750892491428,0.7021750892491428,0.7021750892491428,0.7021750892491428,0.0
4.0,5.0,4.0,ER,uniform,0.0,l2,0.14804451432159615,0.14804451432159615,0.14804892009801912,0.14806454991368462,9.386987187554041e-09,0.14812380816582993,0.14812380816582993,0.14812380816582993,0.14812380816582993,0.0,0.6206993861118505,0.6206993861118505,0.6206993861118505,0.6206993861118505,0.0
5.0,6.0,5.0,ER,uniform,0.0,l2,0.38318120015649293,0.38318120015649293,0.3831875337138315,0.38321109518929936,3.5590890234971084e-09,0.3832282056380928,0.3832282056380928,0.38322820563809284,0.3832282055557754,-1.2434497875801753e-14,1.2092249400364548,1.2092249400364548,1.2092249400364548,1.2092249400364548,0.0
6.0,7.0,6.0,ER,uniform,0.0,l2,0.535421231492148,0.535421231492148,0.5354253450653502,0.5354406796400379,2.8683002639695587e-09,0.5354517565960996,0.5354517565960996,0.5354517565960997,0.5354517566530804,1.0658141036401503e-14,1.5301087720693944,1.5301087720693944,1.5301087720693944,1.5301087720693944,0.0
7.0,8.0,7.0,ER,uniform,0.0,l2,0.4292746762295042,0.4292746762295042,0.42927801684780004,0.429290441276138,2.5848088114344137e-09,0.4382409464352648,0.4382409464352648,0.4382409464352648,0.43824094642672634,-1.7763568394002505e-15,1.0818857149787175,1.0818857149787175,1.0818857149787175,1.0818857149787175,0.0
8.0,9.0,8.0,ER,uniform,0.0,l2,0.7795298180481578,0.7795298180481578,0.779546388827341,0.7796081989460136,5.756870535833514e-09,0.8530900181217088,0.8530900181217088,0.8530900181217088,0.8530900181217088,0.0,1.6359540216324207,1.6359540216324207,1.6359540216324207,1.6359540216324207,0.0
9.0,10.0,9.0,ER,uniform,0.0,l2,0.6357858098438205,0.6357858098438205,0.635792815382452,0.6358188463978707,3.743137355627368e-09,0.7778407046557717,0.7778407046557717,0.7778407046557719,0.777840704791659,1.9539925233402755e-14,1.6827316593716029,1.6827316593716029,1.6827316593716029,1.6827316593716029,0.0
