n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
5.0,5.0,5.0,ER,gauss,0.1,l2,1.081917412273302,1.504094992179453,1.504124370887273,1.4373959418526474,7.66533858609364e-09
5.0,5.0,5.0,ER,exp,0.1,l2,0.9525526949589536,1.2536558382648293,1.2536752499529447,1.1650585452484714,6.230840732257548e-09
5.0,5.0,5.0,ER,gumbel,0.1,l2,1.6203119742170125,2.457574403754835,2.4576121861755915,2.3973129615911644,2.7489059917229497e-09
5.0,5.0,5.0,ER,uniform,0.1,l2,0.7998380226194839,1.2706041214160626,1.2706148109288158,1.1572069399002267,4.6237458306563894e-09
10.0,5.0,5.0,ER,gauss,0.1,l2,1.7640551082607194,2.5038963311765845,2.503917864696173,2.487780498944444,2.075259963874032e-09
10.0,5.0,5.0,ER,exp,0.1,l2,1.1075253154794495,1.8410140368935095,1.8410253072338567,1.7861862159972495,4.747702675444998e-09
10.0,5.0,5.0,ER,gumbel,0.1,l2,2.8111424020197084,3.5945014243856166,3.594530426652101,3.563156774644122,2.40841302456829e-09
10.0,5.0,5.0,ER,uniform,0.1,l2,0.7072177229969312,1.2279304940550655,1.2279377485501601,1.2103376120734937,3.809066839721709e-09
20.0,5.0,5.0,ER,gauss,0.1,l2,2.062450455786305,2.5401204323899162,2.5401491379917425,2.521715496897468,7.577018124038659e-09
20.0,5.0,5.0,ER,exp,0.1,l2,1.4616143004209323,1.7405190081278263,1.7405433624922917,1.6402492276223253,6.979163913456432e-09
20.0,5.0,5.0,ER,gumbel,0.1,l2,3.7311577239186544,4.353689073100015,4.353720483003698,4.244212152323225,2.506387986045411e-09
20.0,5.0,5.0,ER,uniform,0.1,l2,0.7622445922553814,1.2792595274357832,1.2792900073402553,1.2791223913171876,7.807676283277942e-09
30.0,5.0,5.0,ER,gauss,0.1,l2,2.258604704746323,2.9018595605703994,2.9018962953965137,2.8054525193039748,8.571443999016992e-09
30.0,5.0,5.0,ER,exp,0.1,l2,2.496176711978981,3.0419388997865413,3.041997111461823,3.0227935876024503,3.4120866132525407e-09
30.0,5.0,5.0,ER,gumbel,0.1,l2,3.5895327806027573,4.082586407043994,4.08262718937619,3.788407960858,2.8559528075788876e-09
30.0,5.0,5.0,ER,uniform,0.1,l2,0.9533349618787142,1.4112715349382974,1.411290775927756,1.4087756617829568,6.203384472769358e-09
5.0,10.0,10.0,ER,gauss,0.1,l2,1.0651134786180436,2.2675675508349125,2.267603719133117,2.1135990401329607,2.6895463633991312e-09
5.0,10.0,10.0,ER,exp,0.1,l2,1.777464038104193,3.3480038455343983,3.348037588156063,2.693609004750604,2.59779220357359e-09
5.0,10.0,10.0,ER,gumbel,0.1,l2,1.1870252753903114,2.956844352428412,2.956870216930501,2.7407117787085102,2.2744011118902563e-09
5.0,10.0,10.0,ER,uniform,0.1,l2,1.0531060914374508,1.9838453095984456,1.9838720784191115,1.6353526967602365,2.3138202465133872e-09
10.0,10.0,10.0,ER,gauss,0.1,l2,3.5679734582001674,4.859271541413147,4.859347334483477,4.062782216795334,3.893406486099593e-09
10.0,10.0,10.0,ER,exp,0.1,l2,1.9219964407379302,3.1164662516961754,3.116490621682352,2.9717018800807313,2.207713123425492e-09
10.0,10.0,10.0,ER,gumbel,0.1,l2,4.38011950723487,5.778154637870086,5.7782325418387375,5.004821977147045,3.9472514146154936e-09
10.0,10.0,10.0,ER,uniform,0.1,l2,1.541010997062802,2.446542643176787,2.446570084316005,2.1550741865536085,2.3426967032946777e-09
20.0,10.0,10.0,ER,gauss,0.1,l2,4.317306487250859,5.550800213497657,5.55084787469585,5.17024031924984,3.0874325318563933e-09
20.0,10.0,10.0,ER,exp,0.1,l2,4.643935259276993,5.791510750593614,5.791565120147408,5.336849945688402,3.2975613351027278e-09
20.0,10.0,10.0,ER,gumbel,0.1,l2,9.64818333467904,11.399003295740073,11.399211952856582,10.255383948002573,6.4599863236480815e-09
