n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h,loss_est_2,loss_l1_2,obj_aug_,obj_dual_2,h_2,loss_est_t,loss_l1_t,obj_aug_t,obj_dual_t,h_t
15.0,15.0,15.0,ER,gauss,0.0,l2,0.02825677181340194,0.02825677181340194,0.02825708834448938,0.0282582367923454,2.516072683533821e-09,0.03802277831264065,0.03802277831264065,0.03802277831264065,0.03802277831264065,0.0,0.07662730402153503,0.07662730402153503,0.07662730402153503,0.07662730402153503,0.0
15.0,15.0,15.0,ER,exp,0.0,l2,0.03728432280138314,0.03728432280138314,0.03728461770573892,0.037285727198773794,2.428597767334395e-09,0.05010587388172119,0.05010587388172119,0.05010587388172119,0.05010587388334423,3.552713678800501e-15,0.16036210703946244,0.16036210703946244,0.16036210703946244,0.16036210703946244,0.0
15.0,15.0,15.0,ER,gumbel,0.0,l2,0.06458821395057388,0.06458821395057388,0.06458970939684854,0.06459528830337756,5.468905328598339e-09,0.1036197670878753,0.1036197670878753,0.1036197670878753,0.10361976709149948,3.552713678800501e-15,0.14054128785672101,0.14054128785672101,0.14054128785672101,0.14054128785672101,0.0
15.0,15.0,15.0,ER,uniform,0.0,l2,0.013087117945857579,0.013087117945857579,0.01308744937666433,0.013088655814855592,8.14163136908519e-09,0.018386319195866817,0.018386319195866817,0.018386319195866817,0.018386319195866817,0.0,0.027642259497101203,0.027642259497101203,0.027642259497101203,0.027642259497101203,0.0
15.0,15.0,15.0,ER,gauss,0.0,l2,0.03439082418018355,0.03439082418018355,0.034391400314941985,0.03439351159895201,3.3945095623266752e-09,0.05444765995044355,0.05444765995044355,0.05444765995044355,0.05444765995154839,1.7763568394002505e-15,0.0738591211542557,0.0738591211542557,0.0738591211542557,0.0738591211542557,0.0
15.0,15.0,15.0,ER,exp,0.0,l2,0.02953422536580262,0.02953422536580262,0.029536341885026657,0.029541587835573653,6.506180483256685e-09,0.06622631591668747,0.06622631591668747,0.06622631591668747,0.06622631591525519,-1.7763568394002505e-15,0.14274882740321898,0.14274882740321898,0.14274882740321898,0.14274882740321898,0.0
15.0,15.0,15.0,ER,gumbel,0.0,l2,0.07821622159813046,0.07821622159813046,0.07821776359268418,0.0782235303586836,5.553367543598142e-09,0.1645937844287798,0.1645937844287798,0.1645937844287798,0.1645937844177121,-1.0658141036401503e-14,0.18800371995283746,0.18800371995283746,0.18800371995283746,0.18800371995283746,0.0
15.0,15.0,15.0,ER,uniform,0.0,l2,0.013444013605271503,0.013444013605271503,0.013444308987352443,0.013445385385080869,7.686118408400944e-09,0.01712776015796778,0.01712776015796778,0.01712776015796778,0.01712776015796778,0.0,0.027189137148140464,0.027189137148140464,0.027189137148140464,0.027189137148140464,0.0
15.0,25.0,25.0,ER,gauss,0.0,l2,0.035947735126974946,0.035947735126974946,0.03594891162825885,0.035953347227484694,4.8507757810511976e-09,0.10051208163334334,0.10051208163334334,0.10051208163334334,0.10051208163334334,0.0,0.1406279198249843,0.1406279198249843,0.1406279198249843,0.1406279198249843,0.0
15.0,25.0,25.0,ER,exp,0.0,l2,0.04470156617384048,0.04470156617384048,0.04470558203094453,0.04472112618634658,8.961983155586495e-09,0.37226372428168397,0.37226372428168397,0.37226372428168397,0.37226372430633203,1.4210854715202004e-14,0.24104861717398995,0.24104861717398995,0.24104861717398995,0.24104861717398995,0.0
