n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
10.0,10.0,10.0,ER,gauss,0.0,l2,2.3471915359847544,2.3471915359847544,2.347233398273796,2.182296015906819,9.150113555733697e-09
10.0,10.0,10.0,ER,exp,0.0,l2,1.6302370438694311,1.6302370438694311,1.6302801981131618,1.62799332652835,9.290236135939267e-09
10.0,10.0,10.0,ER,gumbel,0.0,l2,2.162359940927382,2.162359940927382,2.16240170221088,2.107978113942028,9.139068168906306e-09
10.0,10.0,10.0,ER,uniform,0.0,l2,0.7966171956111974,0.7966171956111974,0.7966314684714098,0.751677119632732,5.342819520137709e-09
10.0,20.0,20.0,ER,gauss,0.0,l2,3.7359768579118597,3.7359768579118597,3.7361569820237945,1.2733968902440869,6.002068175803288e-09
10.0,20.0,20.0,ER,exp,0.0,l2,2.388352177326376,2.388352177326376,2.388539290017946,1.0006958135205157,6.11739636724451e-09
10.0,20.0,20.0,ER,gumbel,0.0,l2,7.8462470621369125,7.8462470621369125,7.846512890238547,2.8651121172482843,7.2914758675324265e-09
10.0,20.0,20.0,ER,uniform,0.0,l2,0.6665917843839649,0.6665917843839649,0.6673457373499155,0.47791425654124126,3.883176447061487e-09
10.0,40.0,40.0,ER,gauss,0.0,l2,9.163321809352068,9.163321809352068,9.38515154851402,2.3315982272254394,6.660776818989689e-09
10.0,40.0,40.0,ER,exp,0.0,l2,16.236030598797555,16.236030598797555,16.236579139984983,1.872196386265457,3.3122233844551374e-09
10.0,40.0,40.0,ER,gumbel,0.0,l2,15.219174182873573,15.219174182873573,15.222066235369562,1.4791505296278082,2.4050166302913567e-09
10.0,40.0,40.0,ER,uniform,0.0,l2,7.515926023956823,7.515926023956823,7.516083665082974,0.5287796597446383,5.615000020497973e-09
10.0,60.0,60.0,ER,gauss,0.0,l2,19.505779437293253,19.505779437293253,19.99581879102596,4.210781482379183,9.89989246136247e-09
10.0,60.0,60.0,ER,exp,0.0,l2,19.54717546329688,19.54717546329688,20.158598097370447,2.9318027719473267,1.10582334400533e-08
10.0,60.0,60.0,ER,gumbel,0.0,l2,44.07570965885805,44.07570965885805,44.07783952462129,1.3896984547366387,6.52666187761497e-09
