n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
2.0,5.0,5.0,ER,gauss,0.01,l2,0.017505913214998826,0.08228173167926149,0.0822842572403128,0.0822736048291777,7.107124666561049e-09
2.0,5.0,5.0,ER,exp,0.01,l2,0.020704168866129222,0.07463051063708738,0.07463238332043502,0.07167165352450582,6.119940110238531e-09
2.0,5.0,5.0,ER,gumbel,0.01,l2,0.018380062176840548,0.08102991902148794,0.08103379141684526,0.0810215704701123,8.800449258217213e-09
2.0,5.0,5.0,ER,uniform,0.01,l2,0.016016453849572822,0.09798428606115583,0.09798683301584085,0.09797619969683988,7.137162860715307e-09
5.0,5.0,5.0,ER,gauss,0.01,l2,1.0364149820602986,1.1198036134677025,1.1198324171854064,1.1032039776181746,7.589956219078431e-09
5.0,5.0,5.0,ER,exp,0.01,l2,0.8217749118081458,0.990534290166073,0.9905470527056982,0.9524595385154095,5.052235074742839e-09
5.0,5.0,5.0,ER,gumbel,0.01,l2,2.5281575019879923,2.6704564458885085,2.6704797102427884,2.6490535864282023,2.157051426365797e-09
5.0,5.0,5.0,ER,uniform,0.01,l2,0.3130267189840712,0.41992234740567236,0.419924304355706,0.2795331744054099,1.978357921927909e-09
7.0,5.0,5.0,ER,gauss,0.01,l2,1.0835801160184981,1.1607590944701107,1.1607803133221823,1.054568419537961,6.514422778991502e-09
7.0,5.0,5.0,ER,exp,0.01,l2,3.7645667639619185,3.872570167748835,3.8726153723848977,2.9732147795748056,3.0068134648786327e-09
7.0,5.0,5.0,ER,gumbel,0.01,l2,1.5950429359160143,1.723009316919136,1.7230385263544061,1.6129112790378475,7.643223831621526e-09
7.0,5.0,5.0,ER,uniform,0.01,l2,0.29106948775130187,0.38433051994656325,0.3843355551415478,0.36149693559445767,3.1733877747797123e-09
10.0,5.0,5.0,ER,gauss,0.01,l2,2.020014614028573,2.0810785900873108,2.0811260416743402,2.0349390546439583,9.741826012543697e-09
10.0,5.0,5.0,ER,exp,0.01,l2,1.8999644805409006,1.9888918662881323,1.9889278422771928,1.9061043609462902,8.482451185898299e-09
10.0,5.0,5.0,ER,gumbel,0.01,l2,3.0372736253566845,3.113817439815084,3.1138482930946583,3.0937728839801637,2.4840804968562225e-09
10.0,5.0,5.0,ER,uniform,0.01,l2,0.619170391349512,0.7199136045886227,0.719923485578807,0.7059750045565999,4.445444901080009e-09
15.0,5.0,5.0,ER,gauss,0.01,l2,2.013190170987875,2.083075198539618,2.0831077539496365,2.0356468180978022,8.069127588328229e-09
15.0,5.0,5.0,ER,exp,0.01,l2,1.1374510426084645,1.2215424149708718,1.221564796833504,1.0923574418588118,6.69056987590011e-09
15.0,5.0,5.0,ER,gumbel,0.01,l2,4.144346603237556,4.226414420724784,4.226487994453781,4.034908037486273,3.835980422195462e-09
15.0,5.0,5.0,ER,uniform,0.01,l2,0.8241061621083547,0.9005170563570027,0.9005298104260376,0.8472618527391722,5.050558193886445e-09
20.0,5.0,5.0,ER,gauss,0.01,l2,2.2618349580846036,2.3306653020680437,2.3306966412835743,1.987255900343689,7.916971078714141e-09
20.0,5.0,5.0,ER,exp,0.01,l2,2.5795239278907434,2.6741449473612158,2.6741778040112996,2.6657879113319862,2.5634605549385014e-09
20.0,5.0,5.0,ER,gumbel,0.01,l2,3.587246972913252,3.6491846629730205,3.649214565123961,3.304914294870245,2.445491809055511e-09
20.0,5.0,5.0,ER,uniform,0.01,l2,0.7028999872212701,0.7596590531303535,0.7596664894573376,0.7265780929224637,3.856508001831571e-09
2.0,10.0,10.0,ER,gauss,0.01,l2,0.2432982045252616,0.35583915084666806,0.35872296820185395,0.22134950637019363,2.4015900379481536e-09
2.0,10.0,10.0,ER,exp,0.01,l2,0.03998813152285395,0.11811662806528495,0.1181597682497971,0.11454921709655466,9.288722679912098e-09
2.0,10.0,10.0,ER,gumbel,0.01,l2,0.022039877419857547,0.11989278858073445,0.11991516200592583,0.11069441874096717,6.6893086625441356e-09
2.0,10.0,10.0,ER,uniform,0.01,l2,0.02546039027926087,0.10053180924837501,0.1005526203507062,0.09368868489210586,6.4515273123788575e-09
5.0,10.0,10.0,ER,gauss,0.01,l2,0.7097963763734515,0.9981390347188579,0.9981548073905355,0.8264185221208461,5.616524134666179e-09
5.0,10.0,10.0,ER,exp,0.01,l2,0.6590788589485096,0.9634653727406784,0.9634728197240584,0.5728223945973545,3.8592702367168386e-09
5.0,10.0,10.0,ER,gumbel,0.01,l2,4.923992689903173,5.232429563487956,5.2324619510528265,0.7521031343639288,8.04829980438626e-09
5.0,10.0,10.0,ER,uniform,0.01,l2,0.4287101280257882,0.6328386634529529,0.632853028007778,0.5474256270811937,5.359954258210564e-09
