n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h,loss_est_2,loss_l1_2,obj_aug_,obj_dual_2,h_2,loss_est_t,loss_l1_t,obj_aug_t,obj_dual_t,h_t
15.0,15.0,15.0,ER,gauss,0.0,l2,0.033113853107557656,0.033113853107557656,0.03311456812070067,0.03311718066669897,3.781568835847793e-09,0.05178516862248141,0.05178516862248141,0.05178516862248141,0.05178516862248141,0.0,0.0730929956675787,0.0730929956675787,0.0730929956675787,0.0730929956675787,0.0
15.0,15.0,15.0,ER,exp,0.0,l2,0.03933927784227294,0.03933927784227294,0.039340402144630575,0.03934449768474612,4.741945502928502e-09,0.05888878797937456,0.05888878797937456,0.05888878797937456,0.05888878797477193,-5.329070518200751e-15,0.141232175085476,0.141232175085476,0.141232175085476,0.141232175085476,0.0
15.0,15.0,15.0,ER,gumbel,0.0,l2,0.044231530963167905,0.044231530963167905,0.04423200355865973,0.04423379523604603,3.074395849012035e-09,0.05626223001202912,0.05626223001202912,0.05626223001202912,0.056262230014099544,3.552713678800501e-15,0.1239783422300706,0.1239783422300706,0.1239783422300706,0.1239783422300706,0.0
15.0,15.0,15.0,ER,uniform,0.0,l2,0.012682219682603931,0.012682219682603931,0.012682355617618171,0.012682710229285011,1.648848169111261e-09,0.015475678506734824,0.015475678506734824,0.015475678506734843,0.015475678502532463,-1.9539925233402755e-14,0.026356075976541375,0.026356075976541375,0.026356075976541375,0.026356075976541375,0.0
15.0,15.0,15.0,ER,gauss,0.0,l2,0.03183843442461367,0.03183843442461367,0.031885312134845335,0.0319879343521667,3.0619506929951967e-09,0.03702566351524415,0.03702566351524415,0.0370256635152444,0.037025663277103826,-7.105427357601002e-15,0.0844408164041335,0.0844408164041335,0.0844408164041335,0.0844408164041335,0.0
15.0,15.0,15.0,ER,exp,0.0,l2,0.03985251732328106,0.03985251732328106,0.03985334602648755,0.039856438979848585,4.07112565881107e-09,0.07123406768127248,0.07123406768127248,0.07123406768127248,0.07123406768127248,0.0,0.12323967140287541,0.12323967140287541,0.12323967140287541,0.12323967140287541,0.0
15.0,15.0,15.0,ER,gumbel,0.0,l2,0.05581216964147693,0.05581216964147693,0.055813076801432576,0.05581642847384446,4.259483432633715e-09,0.06441472689102032,0.06441472689102032,0.06441472689102032,0.06441472688962255,-1.7763568394002505e-15,0.11999301489913616,0.11999301489913616,0.11999301489913616,0.11999301489913616,0.0
15.0,15.0,15.0,ER,uniform,0.0,l2,0.010448893480810354,0.010448893480810354,0.010449176672954892,0.010450182613568247,2.3798829573706826e-09,0.02136700393845944,0.02136700393845944,0.02136700393845944,0.02136700393996112,3.552713678800501e-15,0.022653683835850796,0.022653683835850796,0.022653683835850796,0.022653683835850796,0.0
15.0,25.0,25.0,ER,gauss,0.0,l2,0.024414203153665055,0.024414203153665055,0.02441473798837872,0.02441603366463945,1.0342482426040078e-09,0.056202826858777546,0.056202826858777546,0.05620282685877786,0.056202826889933014,2.4868995751603507e-14,0.12405967936785643,0.12405967936785643,0.12405967936785643,0.12405967936785643,0.0
15.0,25.0,25.0,ER,exp,0.0,l2,0.03263934369256236,0.03263934369256236,0.032641615596173,0.03264703942179845,6.7407768256089184e-09,0.07737691145417257,0.07737691145417257,0.07737691145417257,0.0773769114598898,7.105427357601002e-15,0.22819608695493565,0.22819608695493565,0.22819608695493565,0.22819608695493565,0.0
