n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
5.0,5.0,5.0,ER,gauss,0.01,l2,2.083108321155175,2.1452521930393416,2.145311968196495,1.7860137593130534,3.4576048690837524e-09
5.0,5.0,5.0,ER,exp,0.01,l2,1.610415645013153,1.698160086976359,1.6981950814741766,1.6499477094265214,2.645543339951928e-09
5.0,5.0,5.0,ER,gumbel,0.01,l2,0.7080508804073168,0.8103899793105392,0.810402302519647,0.7782094667499392,4.964515909477996e-09
5.0,5.0,5.0,ER,uniform,0.01,l2,0.23731546851941224,0.3184296418538249,0.3184321801895319,0.3183270806935144,2.2531470023068323e-09
5.0,5.0,5.0,ER,logistic,0.01,l2,0.31375085143329484,0.3677276649660978,0.3677657088207071,0.3378426291195231,8.722826905227521e-10
5.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
10.0,5.0,5.0,ER,gauss,0.01,l2,1.891275695144164,1.9550446020714765,1.9550681210064191,1.712242222640517,2.168821566783663e-09
10.0,5.0,5.0,ER,exp,0.01,l2,1.0697411907911445,1.198038265538015,1.198051749060047,1.1940757987990436,5.192980268020619e-09
10.0,5.0,5.0,ER,gumbel,0.01,l2,4.71372436596672,4.799439086864343,4.79947291627326,4.626504256638881,2.601130866253243e-09
10.0,5.0,5.0,ER,uniform,0.01,l2,0.6587579679638291,0.7220012872756276,0.7220124352115401,0.6353000463202308,4.7218504661827865e-09
10.0,5.0,5.0,ER,logistic,0.01,l2,0.4074469075977889,0.4404419281869658,0.44044469858910157,0.4329236747637747,2.353891304096578e-09
10.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
20.0,5.0,5.0,ER,gauss,0.01,l2,2.3515550949008213,2.435459716638286,2.4355044982628975,2.4353277186996825,9.463786199148672e-09
20.0,5.0,5.0,ER,exp,0.01,l2,1.8581770004430584,1.9644055987038431,1.96444448749992,1.9335736486072281,8.819160512985036e-09
20.0,5.0,5.0,ER,gumbel,0.01,l2,3.0502907924796556,3.1133814451514774,3.1134071903848066,3.090834233078298,2.269151089251409e-09
20.0,5.0,5.0,ER,uniform,0.01,l2,0.7346840494175028,0.8033883351591694,0.8033931600680138,0.7747598310029998,3.106415569220644e-09
20.0,5.0,5.0,ER,logistic,0.01,l2,0.4953075090599187,0.5095409132456723,0.5095450222065325,0.5054394244995544,2.866691772851482e-09
20.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
40.0,5.0,5.0,ER,gauss,0.01,l2,2.5868785047024074,2.662321495502238,2.662380563156343,2.6579512228689777,3.4370817303397416e-09
40.0,5.0,5.0,ER,exp,0.01,l2,2.48567321658866,2.555436721090023,2.5554846390699595,2.4844798759120095,9.789584254349393e-09
40.0,5.0,5.0,ER,gumbel,0.01,l2,3.6029962384947383,3.6850289760820334,3.6850659463970428,3.6045844904425066,2.7192026408329184e-09
40.0,5.0,5.0,ER,uniform,0.01,l2,0.8340757954966507,0.8916191669475901,0.89163153094184,0.8705318143975938,4.972724454432864e-09
40.0,5.0,5.0,ER,logistic,0.01,l2,0.5842705209594091,0.6005992192310695,0.6006061647075828,0.5726531986118268,3.727056885338698e-09
40.0,5.0,5.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
5.0,10.0,10.0,ER,gauss,0.01,l2,1.051058904891108,1.3362269981619943,1.3362593920462935,1.1379976153297853,8.049084954109276e-09
5.0,10.0,10.0,ER,exp,0.01,l2,2.0188946229771636,2.3596939559085737,2.359735396663128,1.1824531656899142,2.878914884263395e-09
5.0,10.0,10.0,ER,gumbel,0.01,l2,0.7319686593129947,1.090606897883142,1.0906291960835224,0.9768640301013435,6.678053665609696e-09
5.0,10.0,10.0,ER,uniform,0.01,l2,0.21216121006365782,0.4416581454276238,0.44166427552162296,0.4325740119207225,3.5014551258427673e-09
5.0,10.0,10.0,ER,logistic,0.01,l2,0.30515234485336556,0.4099432595143407,0.4099923623271353,0.38204375064893037,3.133777681796346e-09
5.0,10.0,10.0,ER,poisson,0.01,l2,0.0,0.0,0.0,0.0,0.0
