n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
10.0,10.0,10.0,ER,gauss,0.0,l2,1.1265344344355888,1.1265344344355888,1.1265516756589307,0.9888422129808192,5.872175634635823e-09
10.0,10.0,10.0,ER,exp,0.0,l2,2.708426078045005,2.708426078045005,2.708451266618243,1.9856643480240743,7.0976859944948956e-09
10.0,10.0,10.0,ER,gumbel,0.0,l2,10.310247656952399,10.310247656952399,10.31057661700384,7.547765073425637,2.5649953272477433e-09
10.0,10.0,10.0,ER,uniform,0.0,l2,0.7805267988882055,0.7805267988882055,0.7805383836801383,0.6929997084084989,4.81347939285115e-09
10.0,20.0,20.0,ER,gauss,0.0,l2,3.4120518434840394,3.4120518434840394,3.439185252689522,1.8732922391825269,7.366601550984342e-09
10.0,20.0,20.0,ER,exp,0.0,l2,1.3345028266256245,1.3345028266256245,1.3345331270766359,0.548447791328265,2.4617250460323703e-09
10.0,20.0,20.0,ER,gumbel,0.0,l2,4.348748530206588,4.348748530206588,4.3863352273071845,1.8564053803500757,8.67025917727915e-09
10.0,20.0,20.0,ER,uniform,0.0,l2,0.8654852286497935,0.8654852286497935,0.865516098869092,0.4159905754545977,7.857508421693638e-09
10.0,40.0,40.0,ER,gauss,0.0,l2,11.864496565859525,11.864496565859525,12.454960967247825,3.565869041906722,1.0867054811569687e-08
10.0,40.0,40.0,ER,exp,0.0,l2,14.671214906346226,14.671214906346226,14.672225106462198,0.6170457591359695,4.494886240991036e-09
10.0,40.0,40.0,ER,gumbel,0.0,l2,15.853663706460498,15.853663706460498,16.325296032677233,3.677555317334248,9.712181281429366e-09
10.0,40.0,40.0,ER,uniform,0.0,l2,4.400230994276202,4.400230994276202,4.41070528042225,0.6912872578307616,4.576961032398685e-09
10.0,60.0,60.0,ER,gauss,0.0,l2,21.48314283523601,21.48314283523601,22.87356122593498,6.364079531531338,1.6675841152391513e-08
10.0,60.0,60.0,ER,exp,0.0,l2,16.685179116341484,16.685179116341484,16.69011606485801,0.9857721976519567,3.1422757729160367e-09
10.0,60.0,60.0,ER,gumbel,0.0,l2,45.76457986853128,45.76457986853128,46.95909794037172,7.118005212840929,1.5456507185263035e-08
10.0,60.0,60.0,ER,uniform,0.0,l2,6.48634125078788,6.48634125078788,6.525329024736239,0.9708967685464283,8.830376430069009e-09
10.0,80.0,80.0,ER,gauss,0.0,l2,33.1351637872417,33.1351637872417,33.494326711058804,2.121182895374451,8.475410595565336e-09
10.0,80.0,80.0,ER,exp,0.0,l2,33.90860072468688,33.90860072468688,34.31376355788398,2.0076943422611535,9.001809075925848e-09
10.0,80.0,80.0,ER,gumbel,0.0,l2,39.94342910170638,39.94342910170638,40.800406121576756,4.241240890629952,1.3091806749798707e-08
10.0,80.0,80.0,ER,uniform,0.0,l2,10.261014061703495,10.261014061703495,10.650482193131186,1.7270933589692208,8.825736586004496e-09
100.0,10.0,10.0,ER,gauss,0.0,l2,5.591773613572379,5.591773613572379,5.591846095407836,4.73384612380211,3.807409498790548e-09
100.0,10.0,10.0,ER,exp,0.0,l2,5.190435232802691,5.190435232802691,5.190504613999535,4.837408969857929,3.7250824647117042e-09
100.0,10.0,10.0,ER,gumbel,0.0,l2,8.647921205310173,8.647921205310173,8.648315907805546,8.290758358616229,2.8096351911699458e-09
100.0,10.0,10.0,ER,uniform,0.0,l2,1.7988632146487058,1.7988632146487058,1.798896273842512,1.5866246803481414,8.13132139398931e-09
500.0,10.0,10.0,ER,gauss,0.0,l2,4.812546505279142,4.812546505279142,4.81262666467538,4.780165949302585,4.003982922995419e-09
500.0,10.0,10.0,ER,exp,0.0,l2,5.071910120869254,5.071910120869254,5.071968454193357,5.0277789312075365,3.4156499850723776e-09
500.0,10.0,10.0,ER,gumbel,0.0,l2,8.14921467137927,8.14921467137927,8.149381070367205,8.086119061442663,5.768864497213144e-09
500.0,10.0,10.0,ER,uniform,0.0,l2,1.648406442413399,1.648406442413399,1.6484549226831031,1.6229056622359666,3.1138487344151144e-09
1000.0,10.0,10.0,ER,gauss,0.0,l2,4.923511949208913,4.923511949208913,4.923620825267218,4.893666822515184,4.666391717478291e-09
1000.0,10.0,10.0,ER,exp,0.0,l2,5.187381774453876,5.187381774453876,5.187471540345215,5.145932678274085,4.237119100025666e-09
1000.0,10.0,10.0,ER,gumbel,0.0,l2,8.405315344497271,8.405315344497271,8.405481800261542,8.38078264537219,5.769848598902172e-09
1000.0,10.0,10.0,ER,uniform,0.0,l2,1.649559307471375,1.649559307471375,1.6496104394040698,1.6418357124065046,3.1978721892755857e-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
