n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
2.0,5.0,5.0,ER,gauss,0.01,l2,0.012194720645361885,0.08382275749630187,0.08382427485954608,0.08381767878160633,5.508835165812798e-09
2.0,5.0,5.0,ER,exp,0.01,l2,0.025839114890937303,0.07302737067661305,0.07302900164624733,0.07222593677221156,5.7113389573260065e-09
2.0,5.0,5.0,ER,gumbel,0.01,l2,0.018074584463783863,0.0771078004090002,0.07710820273716092,0.07148312862040719,2.836646473269866e-09
2.0,5.0,5.0,ER,uniform,0.01,l2,0.036887134746497866,0.07645742198512046,0.07645860985548149,0.07591449397720101,4.874157077949803e-09
5.0,5.0,5.0,ER,gauss,0.01,l2,0.9418067135976455,1.048852380820657,1.048888727131352,1.0200804502812844,8.525996797459356e-09
5.0,5.0,5.0,ER,exp,0.01,l2,2.3884967037654756,2.525637084358102,2.5256692333568127,2.487189353054333,2.5357049793228725e-09
5.0,5.0,5.0,ER,gumbel,0.01,l2,0.40164143809901287,0.6035859585016965,0.6035902956597046,0.5996079240886354,2.9452191796508487e-09
5.0,5.0,5.0,ER,uniform,0.01,l2,0.3075885387564659,0.37059514384768616,0.37060052589226006,0.25738586867275964,3.280867133526044e-09
7.0,5.0,5.0,ER,gauss,0.01,l2,1.4311645644928437,1.502287876300097,1.502306164492527,1.465721337806101,6.0478413388409535e-09
7.0,5.0,5.0,ER,exp,0.01,l2,3.3489799295122236,3.4305922891709733,3.430695251805171,3.2222485143726627,4.537898945500274e-09
7.0,5.0,5.0,ER,gumbel,0.01,l2,2.4016229320395954,2.5419175669127947,2.5419480340034553,2.541831011310663,7.806034929558336e-09
7.0,5.0,5.0,ER,uniform,0.01,l2,0.44479815807100637,0.5342346248690762,0.5342383632793383,0.5311054249000237,8.646861004990569e-10
10.0,5.0,5.0,ER,gauss,0.01,l2,1.5732764983877277,1.6507294268421933,1.6507609336422475,1.630857113644515,7.938110613281424e-09
10.0,5.0,5.0,ER,exp,0.01,l2,1.594887233956989,1.6882558856007988,1.688271487676462,1.5387149422440292,5.586067608476242e-09
10.0,5.0,5.0,ER,gumbel,0.01,l2,3.760130000259951,3.819323191303719,3.819350677946601,3.797298266322143,2.344638261320142e-09
10.0,5.0,5.0,ER,uniform,0.01,l2,0.5970417213293289,0.6758719016487068,0.6758779141908611,0.6699066676742204,3.467720333105717e-09
15.0,5.0,5.0,ER,gauss,0.01,l2,2.418002878378319,2.482071634627394,2.482098497799316,2.43821877844526,7.3298256353382385e-09
15.0,5.0,5.0,ER,exp,0.01,l2,2.4567212501379503,2.5315694319460147,2.5315983596913885,2.192965609718313,2.4053168345972153e-09
15.0,5.0,5.0,ER,gumbel,0.01,l2,2.3112730361008453,2.3892159435356843,2.3892630951495977,2.279469843393394,9.71098490509803e-09
15.0,5.0,5.0,ER,uniform,0.01,l2,0.6966747163354434,0.7924428304552918,0.7924661598716155,0.7251389281632272,6.830727095064049e-09
20.0,5.0,5.0,ER,gauss,0.01,l2,2.375609501650009,2.4395347782832633,2.439563704342456,2.4314218199825106,7.606058005649174e-10
20.0,5.0,5.0,ER,exp,0.01,l2,3.0998263824790695,3.1738958622260545,3.1739201007377504,3.1270679879721874,6.962544318867003e-09
20.0,5.0,5.0,ER,gumbel,0.01,l2,3.6308541485456782,3.7019609462014293,3.701994797261023,3.617535362828213,2.601963089432502e-09
20.0,5.0,5.0,ER,uniform,0.01,l2,0.6946833528618535,0.7661419849756195,0.7661521806196814,0.7531327761380509,4.5156713923688585e-09
2.0,10.0,10.0,ER,gauss,0.01,l2,0.08632614272164094,0.2039434696877,0.2050818432660128,0.14694646736806843,4.771527173375034e-09
2.0,10.0,10.0,ER,exp,0.01,l2,0.05014087585216762,0.16074091046224223,0.16075880709136695,0.1349194534811746,1.891910628160076e-09
2.0,10.0,10.0,ER,gumbel,0.01,l2,0.2850492026765919,0.40891616103361406,0.40922036648765525,0.1581428828336835,7.80006992329163e-09
2.0,10.0,10.0,ER,uniform,0.01,l2,0.017698151708860417,0.07829086334178677,0.07829262709582141,0.07335390619918708,5.939282843314686e-09
5.0,10.0,10.0,ER,gauss,0.01,l2,1.1116047651769008,1.3777603398461165,1.3777844548090419,1.260774290424873,2.1961312768326025e-09
5.0,10.0,10.0,ER,exp,0.01,l2,1.4615421464354241,1.8708249817735159,1.8708639744729922,0.6867818371544541,8.83093420611658e-09
5.0,10.0,10.0,ER,gumbel,0.01,l2,1.2287268880904236,1.5933050647050693,1.5933352925220279,0.9826460204663218,2.458772740965287e-09
5.0,10.0,10.0,ER,uniform,0.01,l2,0.24255517360066806,0.48413541027400575,0.48414066423297636,0.3966644222094696,3.2415918838069047e-09
7.0,10.0,10.0,ER,gauss,0.01,l2,1.9865203636793751,2.3726672668213267,2.3727156228381063,1.4597031482292346,9.8342276544372e-09
7.0,10.0,10.0,ER,exp,0.01,l2,4.2701991536148745,4.718425711541137,4.71847854093772,1.792237451384061,3.2505198532817303e-09
7.0,10.0,10.0,ER,gumbel,0.01,l2,3.1630055703195366,3.558391141939164,3.5584175443674684,2.3892312849901645,2.297930734584952e-09
7.0,10.0,10.0,ER,uniform,0.01,l2,0.4979492894484932,0.729685158352035,0.7296972860724951,0.6570525591247296,4.924981311660304e-09
10.0,10.0,10.0,ER,gauss,0.01,l2,2.030465404355709,2.39612329229507,2.3961708350451056,2.3069717539407963,9.75117941948156e-09
10.0,10.0,10.0,ER,exp,0.01,l2,2.168866781194409,2.6519424963684055,2.6519804101621034,2.1748191657263396,8.70790373141972e-09
10.0,10.0,10.0,ER,gumbel,0.01,l2,3.1915901801556283,3.6516033728078092,3.6516295752336387,2.986247747456662,2.289210598860336e-09
10.0,10.0,10.0,ER,uniform,0.01,l2,1.0735122317343706,1.3171843684348747,1.317215677695566,1.199869449239794,7.913186550467799e-09
15.0,10.0,10.0,ER,gauss,0.01,l2,4.090106631201736,4.344417646184091,4.344472856784576,3.3696346998031004,3.3229685669766695e-09
15.0,10.0,10.0,ER,exp,0.01,l2,4.68007878118255,4.976182778410499,4.976215240768689,4.647657596154057,2.5480328957883103e-09
15.0,10.0,10.0,ER,gumbel,0.01,l2,5.389341811599889,5.712015748589763,5.712052340460204,5.003516376669386,2.7052493578594294e-09
15.0,10.0,10.0,ER,uniform,0.01,l2,1.074820272549606,1.2693677904014862,1.2693807265618517,1.096863425321105,5.086484122784896e-09
20.0,10.0,10.0,ER,gauss,0.01,l2,3.927998358925489,4.084746416869755,4.084805737255371,3.809924879258603,3.4444269658706617e-09
20.0,10.0,10.0,ER,exp,0.01,l2,3.217705839083149,3.459116200393316,3.459178354908633,3.01199435784514,3.525748581978405e-09
20.0,10.0,10.0,ER,gumbel,0.01,l2,5.579519138799966,5.8447987530192504,5.844902868674254,5.444017163251373,4.563236899457479e-09
20.0,10.0,10.0,ER,uniform,0.01,l2,2.008324522483386,2.1888758896994136,2.1889057106064174,1.467823949546426,2.4421673572305735e-09
2.0,20.0,20.0,ER,gauss,0.01,l2,0.5859932616584731,0.724006820251819,0.7259791421973685,0.14691935355114716,6.280640008071714e-09
2.0,20.0,20.0,ER,exp,0.01,l2,3.1300308097175344,3.2649096602308507,3.2798643755614147,0.2221121088004433,5.4689515138761635e-09
2.0,20.0,20.0,ER,gumbel,0.01,l2,0.7325477268033493,0.8673228431138865,0.994162606517092,0.5318205718818497,5.036660866153397e-09
2.0,20.0,20.0,ER,uniform,0.01,l2,1.499317477872655,1.6418750475210293,1.6567578239777685,0.2257078893644405,5.45578160426885e-09
5.0,20.0,20.0,ER,gauss,0.01,l2,3.3607032066727403,3.821000343290334,3.8212835903414777,0.9069731876324258,7.526580247940728e-09
5.0,20.0,20.0,ER,exp,0.01,l2,2.4203977005901605,2.9262615214524623,2.9292867407926035,1.1048324735374069,2.4597639480816724e-09
5.0,20.0,20.0,ER,gumbel,0.01,l2,2.6824579700799966,3.132985834696922,3.1330787415128523,0.7592840416967946,4.310610535185333e-09
5.0,20.0,20.0,ER,uniform,0.01,l2,0.9684510708109351,1.3625603209737056,1.362600336906423,0.58347071706801,2.828990375292051e-09
