n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
10.0,10.0,10.0,ER,gauss,0.0,l2,1.9052572026991688,1.9052572026991688,1.905285892071147,1.6841571568244527,7.574875837690342e-09
10.0,10.0,10.0,ER,exp,0.0,l2,1.293651776661676,1.293651776661676,1.2936680634578037,1.2490585271715136,5.707327943582641e-09
10.0,10.0,10.0,ER,gumbel,0.0,l2,5.076312213788225,5.076312213788225,5.076435984056712,3.8307500415222795,4.9753445807709795e-09
10.0,10.0,10.0,ER,uniform,0.0,l2,0.7199004762356647,0.7199004762356647,0.7199107063046869,0.5586710462574436,4.523288410496207e-09
10.0,20.0,20.0,ER,gauss,0.0,l2,3.830700446057121,3.830700446057121,3.830744965679035,1.2802528860460665,9.436060821599312e-09
10.0,20.0,20.0,ER,exp,0.0,l2,1.8683437790056683,1.8683437790056683,1.9300501740075693,1.2311504214280098,3.513015656153584e-09
10.0,20.0,20.0,ER,gumbel,0.0,l2,5.234783909171374,5.234783909171374,5.235048696672387,3.079586635209972,7.27719040582997e-09
10.0,20.0,20.0,ER,uniform,0.0,l2,0.7615005431516096,0.7615005431516096,0.7615088063937796,0.39693135555479697,4.065277892095764e-09
10.0,40.0,40.0,ER,gauss,0.0,l2,19.821252697414696,19.821252697414696,19.82160181742494,1.1045430762534898,2.6424231691635214e-09
10.0,40.0,40.0,ER,exp,0.0,l2,10.62391718018204,10.62391718018204,10.825187796670578,2.4784703769315746,6.3446137232858746e-09
10.0,40.0,40.0,ER,gumbel,0.0,l2,15.675673029749717,15.675673029749717,16.128718234034462,4.607239428428295,9.518878130165831e-09
10.0,40.0,40.0,ER,uniform,0.0,l2,2.7028031220015074,2.7028031220015074,2.727735825515821,0.6559944812208092,7.061544238240458e-09
10.0,60.0,60.0,ER,gauss,0.0,l2,38.210201026907576,38.210201026907576,38.4637282156567,2.6996316034194727,7.12077508069342e-09
10.0,60.0,60.0,ER,exp,0.0,l2,13.136197502602531,13.136197502602531,13.171278975815943,1.150177178077198,8.376332516490947e-09
10.0,60.0,60.0,ER,gumbel,0.0,l2,28.24483265315446,28.24483265315446,28.90716323751873,4.121266770036548,1.1509392550124176e-08
10.0,60.0,60.0,ER,uniform,0.0,l2,6.130530676959963,6.130530676959963,6.140884850675456,0.5428305659828585,4.550642529466131e-09
10.0,80.0,80.0,ER,gauss,0.0,l2,50.12111711609456,50.12111711609456,51.25927304798008,4.807475160603215,1.508745128830924e-08
10.0,80.0,80.0,ER,exp,0.0,l2,62.8525226131789,62.8525226131789,63.12425937104759,1.5761706063513716,7.372065624622337e-09
10.0,80.0,80.0,ER,gumbel,0.0,l2,44.32427395608193,44.32427395608193,45.04004093310188,4.647136578781806,1.196467280806246e-08
10.0,80.0,80.0,ER,uniform,0.0,l2,12.580226922068734,12.580226922068734,12.920791370210038,1.5755480690911712,8.25305335183657e-09
100.0,10.0,10.0,ER,gauss,0.0,l2,4.808187603072431,4.808187603072431,4.808240946219619,4.460041440666573,3.266286796588247e-09
100.0,10.0,10.0,ER,exp,0.0,l2,4.76230882572977,4.76230882572977,4.762361445158767,4.483563019189279,3.2440539143863134e-09
100.0,10.0,10.0,ER,gumbel,0.0,l2,10.032292064131749,10.032292064131749,10.032389625429197,7.865283174163884,4.417268328893442e-09
100.0,10.0,10.0,ER,uniform,0.0,l2,1.6583755546446037,1.6583755546446037,1.6584061601669333,1.6076296968021755,7.823748759960836e-09
500.0,10.0,10.0,ER,gauss,0.0,l2,5.005745660846673,5.005745660846673,5.006009542280973,4.911717997794088,2.297309009691162e-09
500.0,10.0,10.0,ER,exp,0.0,l2,4.948646126046178,4.948646126046178,4.948723990473707,4.9080542270058,3.946249549358072e-09
500.0,10.0,10.0,ER,gumbel,0.0,l2,8.366702834057211,8.366702834057211,8.366935414510486,8.286591059713572,6.820270570528919e-09
500.0,10.0,10.0,ER,uniform,0.0,l2,1.6760696691454267,1.6760696691454267,1.6761146879005482,1.6480195185826225,9.488809737945303e-09
1000.0,10.0,10.0,ER,gauss,0.0,l2,5.149363893445573,5.149363893445573,5.1494410380074065,5.054620608299824,1.2421317308053403e-09
1000.0,10.0,10.0,ER,exp,0.0,l2,4.769999283392702,4.769999283392702,4.770062027267813,4.758327149876773,3.5424250199866947e-09
1000.0,10.0,10.0,ER,gumbel,0.0,l2,8.409642485433713,8.409642485433713,8.40990846039429,8.360952957552225,2.306403956708891e-09
1000.0,10.0,10.0,ER,uniform,0.0,l2,1.6473561959571867,1.6473561959571867,1.6474001218904384,1.638986389737983,9.372932652240706e-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
