n,d,s0,graph_type,sem_type,lambda1,loss_type,loss_est,loss_l1,obj_aug,obj_dual,h
2.0,80.0,80.0,ER,gauss,0.0,l2,147.25794720627147,147.25794720627147,147.25795445831739,2.3166213437541327e-05,3.808423798545846e-09
2.0,80.0,80.0,ER,exp,0.0,l2,80.00830062265543,80.00830062265543,80.0083030664003,7.82809696451101e-06,6.991058398853056e-09
2.0,80.0,80.0,ER,gumbel,0.0,l2,87.58087382561945,87.58087382561945,87.58087704800535,1.0333309676746905e-05,2.5386555080331163e-09
2.0,80.0,80.0,ER,uniform,0.0,l2,39.13092662260609,39.13092662260609,39.130929528199886,9.314437344745951e-06,7.623114584021096e-09
2.0,80.0,10.0,ER,gauss,0.0,l2,21.339791794985842,21.339791794985842,21.339795762780287,1.2052081472244532e-05,2.817017730194493e-09
2.0,80.0,10.0,ER,exp,0.0,l2,17.107627026299276,17.107627026299276,17.107628793178634,5.674748867407206e-06,5.94454263591615e-09
2.0,80.0,10.0,ER,gumbel,0.0,l2,31.577038128243053,31.577038128243053,31.577043065102263,1.5522900997908746e-05,3.1422473512066063e-09
2.0,80.0,10.0,ER,uniform,0.0,l2,10.962184983499707,10.962184983499707,10.962186254693895,4.082090861689209e-06,5.042210204919684e-09
5.0,80.0,80.0,ER,gauss,0.0,l2,70.13721349720957,70.13721349720957,70.16911489839804,0.1116733375520336,7.987665640030173e-09
5.0,80.0,80.0,ER,exp,0.0,l2,49.18729909438681,49.18729909438681,49.23633334929308,0.1480342732566787,3.1315892101702048e-09
5.0,80.0,80.0,ER,gumbel,0.0,l2,52.89346456876342,52.89346456876342,52.893504977917836,0.00012719590577509824,8.989900379674509e-09
5.0,80.0,80.0,ER,uniform,0.0,l2,10.215205643705277,10.215205643705277,10.551986555845149,1.1190193999597668,8.207081236832892e-09
5.0,80.0,10.0,ER,gauss,0.0,l2,8.84186103342052,8.84186103342052,8.851847717749157,0.03473686160130685,4.469157488529163e-09
5.0,80.0,10.0,ER,exp,0.0,l2,7.475321085840332,7.475321085840332,7.491163613489588,0.06458782390476014,5.628947974400944e-09
5.0,80.0,10.0,ER,gumbel,0.0,l2,13.592238499658368,13.592238499658368,13.59228515058534,0.00014815362110585473,9.659288480179384e-09
5.0,80.0,10.0,ER,uniform,0.0,l2,3.556315595263076,3.556315595263076,3.556439565173759,0.0003871499554319569,4.979355594514345e-09
7.0,80.0,80.0,ER,gauss,0.0,l2,36.020881796066206,36.020881796066206,36.47409813482271,1.4975220856304556,9.520675803287304e-09
7.0,80.0,80.0,ER,exp,0.0,l2,26.3516803741471,26.3516803741471,26.692059540447023,1.1209917445063227,8.250808036791568e-09
7.0,80.0,80.0,ER,gumbel,0.0,l2,36.584496179387195,36.584496179387195,37.18251304710831,2.011390092602403,1.0936332728306297e-08
7.0,80.0,80.0,ER,uniform,0.0,l2,11.081704258350698,11.081704258350698,11.307880356638648,0.770597813485765,6.725713319610804e-09
7.0,80.0,10.0,ER,gauss,0.0,l2,10.936955332233797,10.936955332233797,10.977206991767538,0.18428448971053457,8.97236418495595e-09
