loss_est,fro_dist
17.418836571859355,0.0
4.517490427381228,53.11004304636424
4.51746104534311,53.56763236871978
4.517466715757164,53.6847415198961
4.517477153816142,53.47544159553049
4.517472002930278,53.3118857060009
4.517462808410665,53.39044700080067
4.5174831580147545,53.32028122736216
4.5174719353096355,53.394301318901036
4.517471686666783,53.56326458396063
4.517469310399263,53.45609407437036
4.517473731334438,53.369739999784294
4.5174868421536125,53.95572748420171
4.517461244381695,53.381809255462095
4.517484462137134,54.31309805350049
4.5174695528824,52.2994713388725
4.517466968923724,53.256576593491744
4.517493444831731,53.45297390638485
4.517467817715434,53.4227418245045
4.517457331190799,53.34224649188838
4.517480812497832,53.348852656873774
4.51747792179005,53.179952884668424
4.517455687775233,53.028056718625926
4.5174589570080315,53.38180717733518
4.51746012061498,53.38391707203513
4.517454422238238,53.359961018144446
4.5174839034248,53.534070183204996
4.517486286788229,53.711719749200824
4.517471158572523,53.14562426753717
4.5174716084192434,53.648530472773224
4.517463253931335,53.3964222907662
4.517458178191501,52.995156686093964
4.517466319232772,53.35459964878131
4.517475452746662,53.132154280021155
4.517478431976082,53.71868740708231
4.517467038013196,53.417406202006426
4.517460214388204,53.56326165376814
4.51747620372935,52.69678290264333
4.517479413097256,52.63843676285528
4.517481137446406,53.25964809778724
4.517515726257545,51.963303165829345
4.517480317382466,53.425600194925664
4.51746868887467,53.47187632011247
4.517469983620204,53.65480353667966
4.517465169815245,53.228695600557174
4.517475772450077,53.1768814480263
4.517511796047603,53.078790376283024
4.517484844470906,53.623825373473814
4.517470493413612,53.7741394356164
4.517469912769385,53.5187721677675
4.517468252831139,53.38180982577542
4.517480156497658,54.06832438502123
4.517480516556055,53.299809666262114
4.517465325264551,53.66969881840214
4.5174805991104225,53.514726945519925
4.5174774239041895,54.20200639585296
4.517459655512379,54.03762125070306
4.517469000123253,53.72848683774137
4.517470645072391,52.77139428981025
4.519496386585238,51.35099493653075
4.517461608041104,53.5820234728226
4.51747067864582,53.59935949127456
4.517467838383914,53.114189690058794
4.517483646954572,53.66811171865231
4.517466527341194,53.1154875986303
4.517477497473744,54.02090955082863
4.517472262436184,53.377519334525374
4.517462364628591,53.43563072314849
4.517470243684321,53.14331930404224
4.517473954224804,53.39287576721208
4.517469919429206,53.36402553175664
4.517468490208481,54.54109192678251
4.517468676670097,53.37970057996136
4.5174724814080065,53.5436699193995
4.51748265212721,53.3001571632639
4.517472618933875,53.63235905787591
4.517479762856294,53.473355525133336
4.517468339132008,53.289218481372956
4.517477023268191,53.73877636751693
4.517481794079004,53.30583401395821
4.5174775250671715,53.984795077681305
4.517478119472635,53.92905300398846
4.517487489354746,53.52611426842078
4.517487108482365,53.35619213395347
4.5174747604026075,53.62196263340505
4.5174737943514245,53.61257774269422
4.517518035729424,53.1772473650524
4.517477677855973,53.52542973194074
4.517474017660658,53.35943629529542
4.517465384904318,53.3932771049138
4.517458105944036,53.296345190302
4.5174836567055925,53.42682891110001
4.517487406795397,53.454047843091935
4.5174745866693495,53.45412912832596
4.517465746445687,53.32746522306133
4.517496133055149,53.921628260883985
4.517461464024678,54.291027284085544
4.517462376098632,53.26210875013078
4.5174869927401256,54.14913965451907
4.517455458568418,53.234682587965985
4.517477115717,52.47643952999215
4.517476514561935,53.56231829041724
