loss_est,loss_l1,obj_aug,obj_dual,h,fro_dist
3.986867904663086,0.0,0.0,0.0,0.0,0.0
4.403048515319824,4.403048515319824,10477383.0,31432140.0,4.57763671875e-05,6.756656169891357
2.754854202270508,2.754854202270508,2.754854202270508,2.754854202270508,0.0,10.94936608112869
4.514131546020508,4.514131546020508,4.514131546020508,4.514131546020508,0.0,10.970590390410464
4.6672210693359375,4.6672210693359375,9622459.0,28867368.0,4.38690185546875e-05,10.602491622736364
2.563431739807129,2.563431739807129,2.563431739807129,2.563431739807129,0.0,8.975963971819581
2.580519199371338,2.580519199371338,2.580519199371338,2.580519199371338,0.0,10.716441979200782
2.4529404640197754,2.4529404640197754,2.4529404640197754,2.4529404640197754,0.0,11.02237516011331
4.431506156921387,4.431506156921387,76852312.0,230556928.0,0.0001239776611328125,12.276059948850712
5.102374076843262,5.102374076843262,1748048896.0,5244146688.0,0.000591278076171875,9.938104419280005
2.8808727264404297,2.8808727264404297,2.8808727264404297,2.8808727264404297,0.0,10.592758043082602
2.3564183712005615,2.3564183712005615,2.3564183712005615,2.3564183712005615,0.0,9.76238535253201
3.1890218257904053,3.1890218257904053,3.1890218257904053,3.1890218257904053,0.0,9.49551485258306
2.5987515449523926,2.5987515449523926,2.5987515449523926,2.5987515449523926,0.0,9.637852305686504
2.865424633026123,2.865424633026123,2.865424633026123,2.865424633026123,0.0,8.81536677281305
2.5449395179748535,2.5449395179748535,2.5449395179748535,2.5449395179748535,0.0,9.966021497488738
4.620546817779541,4.620546817779541,4092730.5,12278182.0,2.86102294921875e-05,9.17774505083396
2.8734779357910156,2.8734779357910156,2.8734779357910156,2.8734779357910156,0.0,9.019977003620014
2.9021239280700684,2.9021239280700684,2.9021239280700684,2.9021239280700684,0.0,8.83506550412368
4.798260688781738,4.798260688781738,99607872.0,298823616.0,0.000141143798828125,9.480606370130504
3.0924439430236816,3.0924439430236816,3.0924439430236816,3.0924439430236816,0.0,10.378362781703695
2.4938266277313232,2.4938266277313232,2.4938266277313232,2.4938266277313232,0.0,10.491455338948544
3.3171091079711914,3.3171091079711914,3.3171091079711914,3.3171091079711914,0.0,10.477077906168438
2.561587333679199,2.561587333679199,2.561587333679199,2.561587333679199,0.0,10.370951311606946
2.492534637451172,2.492534637451172,2.492534637451172,2.492534637451172,0.0,11.074923617366244
2.6612000465393066,2.6612000465393066,2.6612000465393066,2.6612000465393066,0.0,10.617719500325865
2.5432047843933105,2.5432047843933105,2.5432047843933105,2.5432047843933105,0.0,9.728435578425435
4.684223175048828,4.684223175048828,79235184.0,237705536.0,0.000125885009765625,9.324543937906679
4.457802772521973,4.457802772521973,4656617.5,13969844.0,3.0517578125e-05,9.34890995604677
2.990192174911499,2.990192174911499,2.990192174911499,2.990192174911499,0.0,9.39280939093375
2.5944552421569824,2.5944552421569824,2.5944552421569824,2.5944552421569824,0.0,10.565293953863767
5.087212085723877,5.087212085723877,4656618.0,13969844.0,3.0517578125e-05,9.73062938564207
2.376310348510742,2.376310348510742,2.376310348510742,2.376310348510742,0.0,10.019101350988361
2.292097568511963,2.292097568511963,2.292097568511963,2.292097568511963,0.0,10.203018903527726
2.460444211959839,2.460444211959839,2.460444211959839,2.460444211959839,0.0,10.042641020994044
2.565586566925049,2.565586566925049,2.565586566925049,2.565586566925049,0.0,9.68961263558626
2.2684125900268555,2.2684125900268555,2.2684125900268555,2.2684125900268555,0.0,10.070490846024878
2.7846086025238037,2.7846086025238037,2.7846086025238037,2.7846086025238037,0.0,9.251341666464189
2.409343719482422,2.409343719482422,2.409343719482422,2.409343719482422,0.0,9.514572142084019
2.6391892433166504,2.6391892433166504,2.6391892433166504,2.6391892433166504,0.0,11.355623243267384
2.813035726547241,2.813035726547241,2.813035726547241,2.813035726547241,0.0,9.480935577329
4.367799758911133,4.367799758911133,4656617.5,13969844.0,3.0517578125e-05,9.415334165568558
2.6249232292175293,2.6249232292175293,2.6249232292175293,2.6249232292175293,0.0,9.357744866998962
2.2759268283843994,2.2759268283843994,2.2759268283843994,2.2759268283843994,0.0,12.040621288711987
2.3766322135925293,2.3766322135925293,2.3766322135925293,2.3766322135925293,0.0,10.748628727397831
2.410982608795166,2.410982608795166,2.410982608795166,2.410982608795166,0.0,10.735890388211432
4.539158821105957,4.539158821105957,4656617.5,13969844.0,3.0517578125e-05,9.852731384408415
2.8353490829467773,2.8353490829467773,2.8353490829467773,2.8353490829467773,0.0,10.00182329245538
2.810436964035034,2.810436964035034,2.810436964035034,2.810436964035034,0.0,9.964455293570808
2.911949872970581,2.911949872970581,2.911949872970581,2.911949872970581,0.0,10.510772229827408
4.2449750900268555,4.2449750900268555,5256883.5,15770642.0,3.24249267578125e-05,9.681999485085043
4.480987071990967,4.480987071990967,26266212.0,78798624.0,7.2479248046875e-05,10.62981016687764
2.4356374740600586,2.4356374740600586,2.4356374740600586,2.4356374740600586,0.0,10.440096012057767
2.657316207885742,2.657316207885742,2.657316207885742,2.657316207885742,0.0,10.209408578383357
2.316455841064453,2.316455841064453,2.316455841064453,2.316455841064453,0.0,10.852989944011929
2.3448071479797363,2.3448071479797363,2.3448071479797363,2.3448071479797363,0.0,10.844600695565942
2.3362884521484375,2.3362884521484375,2.3362884521484375,2.3362884521484375,0.0,11.786583846038791
2.303589344024658,2.303589344024658,2.303589344024658,2.303589344024658,0.0,10.333600327978052
2.878962516784668,2.878962516784668,2.878962516784668,2.878962516784668,0.0,10.508066788784978
3.6905102729797363,3.6905102729797363,3.6905102729797363,3.6905102729797363,0.0,9.519166166610036
4.251543045043945,4.251543045043945,41909520.0,125728552.0,9.1552734375e-05,10.67376550148759
2.532073974609375,2.532073974609375,2.532073974609375,2.532073974609375,0.0,10.090728661338304
5.1667304039001465,5.1667304039001465,19808800.0,59426388.0,6.29425048828125e-05,9.783033073027788
3.070155620574951,3.070155620574951,3.070155620574951,3.070155620574951,0.0,8.509524731482339
2.6840436458587646,2.6840436458587646,2.6840436458587646,2.6840436458587646,0.0,10.398918544838995
2.408613920211792,2.408613920211792,2.408613920211792,2.408613920211792,0.0,9.35881026787566
2.893231153488159,2.893231153488159,2.893231153488159,2.893231153488159,0.0,10.345513971934094
4.997858047485352,4.997858047485352,2200982.25,6602937.0,2.09808349609375e-05,10.225387497122036
4.375510215759277,4.375510215759277,26266212.0,78798624.0,7.2479248046875e-05,11.033795733577909
2.3318614959716797,2.3318614959716797,2.3318614959716797,2.3318614959716797,0.0,10.024349325664653
4.566576957702637,4.566576957702637,4.566576957702637,4.566576957702637,0.0,8.661090228729046
4.600631237030029,4.600631237030029,32086978.0,96260928.0,8.0108642578125e-05,10.648598023331623
2.526059865951538,2.526059865951538,2.526059865951538,2.526059865951538,0.0,9.491034502406475
4.753640174865723,4.753640174865723,29103834.0,87311496.0,7.62939453125e-05,10.330850008753298
2.8756721019744873,2.8756721019744873,2.8756721019744873,2.8756721019744873,0.0,10.48894416474789
2.475395679473877,2.475395679473877,2.475395679473877,2.475395679473877,0.0,9.786230342514058
2.7202746868133545,2.7202746868133545,2.7202746868133545,2.7202746868133545,0.0,10.01583730769039
2.5619282722473145,2.5619282722473145,2.5619282722473145,2.5619282722473145,0.0,11.317903760065889
2.7175731658935547,2.7175731658935547,2.7175731658935547,2.7175731658935547,0.0,9.178541131278946
2.661317825317383,2.661317825317383,2.661317825317383,2.661317825317383,0.0,9.559758315956525
2.4812259674072266,2.4812259674072266,2.4812259674072266,2.4812259674072266,0.0,9.885681645749573
2.383331775665283,2.383331775665283,2.383331775665283,2.383331775665283,0.0,10.743683769994032
2.9328856468200684,2.9328856468200684,2.9328856468200684,2.9328856468200684,0.0,9.715821939483117
2.7093505859375,2.7093505859375,2.7093505859375,2.7093505859375,0.0,10.443110887939865
2.6837897300720215,2.6837897300720215,2.6837897300720215,2.6837897300720215,0.0,11.188922431979194
2.3745663166046143,2.3745663166046143,2.3745663166046143,2.3745663166046143,0.0,10.908664244897484
4.134555816650391,4.134555816650391,16370908.0,49112716.0,5.7220458984375e-05,9.500033873291494
2.7286031246185303,2.7286031246185303,2.7286031246185303,2.7286031246185303,0.0,8.33151053920172
