loss_est,loss_l1,obj_aug,obj_dual,h
23.772417581023294,0.0,0.0,0.0,0.0
7.9721801202941975,7.9721801202941975,7.972491257311715,7.9736489438043625,7.888434794267596e-09
7.952210602321765,7.952210602321765,7.952508030465706,7.953601253660458,7.712692706718371e-09
7.9771336997408415,7.9771336997408415,7.977444399156364,7.978600905278355,7.88288545550131e-09
7.9615315263715605,7.9615315263715605,7.961833698583983,7.9629549780494155,7.773959254109286e-09
7.935864637101396,7.935864637101396,7.936114625131741,7.937031867420143,7.07089853335674e-09
7.9660489488995205,7.9660489488995205,7.966355496440663,7.967506412482153,7.830038839529152e-09
7.921929569406272,7.921929569406272,7.922184484824718,7.923115144704827,7.140243951653247e-09
7.944115440733293,7.944115440733293,7.944384377346212,7.945388288396712,7.3339840866992745e-09
7.967664865999566,7.967664865999566,7.967945265238214,7.968987939293951,7.488647923992175e-09
7.944438759317658,7.944438759317658,7.944725915752479,7.94578482334629,7.578343286240852e-09
8.011072832151807,8.011072832151807,8.011416303182417,8.012697128978594,8.288196795547265e-09
7.967032375875803,7.967032375875803,7.967320212805555,7.968395813165396,7.587317440993502e-09
7.929463838692692,7.929463838692692,7.929693344473251,7.930545940821761,6.7750391963272705e-09
7.984914271998492,7.984914271998492,7.9852341876445285,7.98642588932234,7.998945505960364e-09
8.000603248006174,8.000603248006174,8.00085487836477,8.001793519423103,7.094087095538271e-09
7.945392945947388,7.945392945947388,7.945681357317024,7.946753228754256,7.594884721129347e-09
7.925319691125667,7.925319691125667,7.925580399479803,7.926549971624754,7.2209189738714485e-09
7.960372205630063,7.960372205630063,7.960663074648075,7.961748189179811,7.627175335755965e-09
7.984318183205841,7.984318183205841,7.984639242558546,7.985833076214923,8.013230967662821e-09
7.9621477212359135,7.9621477212359135,7.96244255661929,7.963542214706341,7.679002322902306e-09
7.983654416941545,7.983654416941545,7.983953097804941,7.985066709470365,7.728917950089453e-09
7.990409117305112,7.990409117305112,7.990685327912629,7.99170480750577,7.432504389726091e-09
7.9697168587527125,7.9697168587527125,7.970004255127657,7.971074729115208,7.581508754128663e-09
7.9941964468997355,7.9941964468997355,7.994521901102043,7.995734463566883,8.067889467611167e-09
7.967919286756102,7.967919286756102,7.968216328123903,7.969322385908467,7.707676275003905e-09
7.926942035943766,7.926942035943766,7.9272012738457605,7.928160748559578,7.200526397355134e-09
7.948675853245444,7.948675853245444,7.948931802664418,7.949884295509394,7.154710601753322e-09
7.981840138137638,7.981840138137638,7.982156060244751,7.983332657960989,7.948862901230314e-09
7.989183269657237,7.989183269657237,7.98950659797559,7.990705318728472,8.041496357691358e-09
7.97461578005412,7.97461578005412,7.974926342257183,7.976084833005292,7.881144625798697e-09
7.98271678317223,7.98271678317223,7.983035566229914,7.9842244216923515,7.984773731095629e-09
7.990455591761532,7.990455591761532,7.990787994722387,7.99201992576425,8.153563157975441e-09
7.947782755677645,7.947782755677645,7.948042471916617,7.949006362123742,7.207166419220812e-09
7.96599927023202,7.96599927023202,7.966292186236425,7.967387223146242,7.6539663496078e-09
7.978691900436417,7.978691900436417,7.979000521958943,7.9801545370621865,7.856481687440464e-09
7.9701941319442655,7.9701941319442655,7.970489454499864,7.971594360398114,7.685343916818965e-09
7.958420492130711,7.958420492130711,7.958683443072847,7.959660093216107,7.251909295291625e-09
7.963133090823689,7.963133090823689,7.963421962427571,7.964499981397468,7.600942097951702e-09
8.00322700616376,8.00322700616376,8.003506843785845,8.004555010289003,7.481144592702549e-09
7.982077692225147,7.982077692225147,7.982402873900339,7.98360438392989,8.064510836902627e-09
7.976276173384112,7.976276173384112,7.976576171789556,7.977697361731687,7.745946106751944e-09
8.030151447406412,8.030151447406412,8.030480249113912,8.031695401701962,8.109275029255514e-09
7.987578130138533,7.987578130138533,7.987905619137856,7.989123600268508,8.093071102166505e-09
7.935965566989436,7.935965566989436,7.936235279052459,7.937234756872689,7.344549857180027e-09
