loss_est,loss_l1,obj_aug,obj_dual,h
0.7939418117429773,0.0,0.0,0.0,0.0
0.2499966766050104,0.2499966766050104,0.2499999157611661,0.25001184388940034,2.545252897334649e-09
0.24929220176773548,0.24929220176773548,0.24929534851748708,0.24930714001909884,2.5086848154387553e-09
0.24943944205208674,0.24943944205208674,0.24944269686621787,0.24945473871341714,2.5513973156421343e-09
0.24921241548375253,0.24921241548375253,0.24921553373554023,0.24922719715590674,2.4972992562766194e-09
0.24999095874949828,0.24999095874949828,0.24999410606745626,0.25000573850484425,2.508911300935779e-09
0.2506731835203987,0.2506731835203987,0.2506763378571455,0.2506881157474655,2.511707286600995e-09
0.25743863700969905,0.25743863700969905,0.25744173903324136,0.2574533388754035,2.4907924611738963e-09
0.2585192698404417,0.2585192698404417,0.25852218164473784,0.2585332337034683,2.4132154052836086e-09
0.2492321644885669,0.2492321644885669,0.2492352781684181,0.24924698497509773,2.4954678323751978e-09
0.25162768337968944,0.25162768337968944,0.25163078479046375,0.25164235337846275,2.4905464357516394e-09
0.2492795651660075,0.2492795651660075,0.24928273644192642,0.24929462231299054,2.518442343557581e-09
0.24921669325455675,0.24921669325455675,0.24921982622933603,0.24923160515589093,2.5031878791992312e-09
0.2508305258137881,0.2508305258137881,0.2508336691375631,0.2508454561019852,2.5073187970292565e-09
0.2571068802621508,0.2571068802621508,0.25710999882225466,0.25712159620442954,2.4974227130769577e-09
0.24932991811018487,0.24932991811018487,0.24933327179038858,0.249345674871763,2.589857217571989e-09
0.2494173290460895,0.2494173290460895,0.24942026595808112,0.24943144062929856,2.4235973228314833e-09
0.24981879805004864,0.24981879805004864,0.24982192811301135,0.24983363264286101,2.502024365469424e-09
0.25245974539153326,0.25245974539153326,0.2524629100633096,0.2524746668612712,2.5158186645057867e-09
0.25381104809647853,0.25381104809647853,0.2538141662839432,0.25382589932123156,2.497273499102448e-09
0.24923410509895993,0.24923410509895993,0.24923726635734753,0.2492491323876885,2.514461527880485e-09
0.25381104809647853,0.25381104809647853,0.2538141662839432,0.25382589932123156,2.497273499102448e-09
0.24521548641065818,0.24521548641065818,0.24521800338270602,0.24522766669031515,2.2436452695728804e-09
0.25477040315975,0.25477040315975,0.25477348884072665,0.25478503490256865,2.4842226054033745e-09
0.2532339003131148,0.2532339003131148,0.25323696577007776,0.2532484265945296,2.4760682393321076e-09
0.2644232410059447,0.2644232410059447,0.2644262835616872,0.26443765143700504,2.4668018738793762e-09
0.25107278840614866,0.25107278840614866,0.2510758575698672,0.2510873414840928,2.4775648199693023e-09
0.2615450839394884,0.2615450839394884,0.261548099846037,0.2615594336158535,2.4559749789432317e-09
0.2505234744483895,0.2505234744483895,0.2505266260484843,0.2505383072222339,2.510617491680023e-09
0.25009012022880495,0.25009012022880495,0.2500933178643481,0.25010525167088005,2.5288873217732544e-09
0.25976488646287405,0.25976488646287405,0.2597679251484214,0.2597793304482702,2.465232462611766e-09
0.250703730896151,0.250703730896151,0.2507069656003792,0.25071901200684765,2.5435031858478396e-09
0.24978443882436005,0.24978443882436005,0.2497876382233372,0.249799515336027,2.529584541832719e-09
0.2492321644885669,0.2492321644885669,0.2492352781684181,0.24924698497509773,2.4954678323751978e-09
0.2522271946812521,0.2522271946812521,0.25223028840549844,0.2522418244094109,2.487458239386342e-09
